 ==============================================================
 Beta  0.50000000000000000      Lx, Ly           4           4 Order           3 Seed   -41246497
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
  0.50000000000000000                0           0  0.70741149558589900     
  0.50000000000000000                0           1  -8.5841831361826298E-002
  0.50000000000000000                0           2   2.0777743649551251E-002
  0.50000000000000000                1           0  -8.5841831361826285E-002
  0.50000000000000000                1           1   2.0777743649551247E-002
  0.50000000000000000                1           2  -7.3153063052131175E-003
  0.50000000000000000                2           0   2.0777743649551254E-002
  0.50000000000000000                2           1  -7.3153063052131193E-003
  0.50000000000000000                2           2   3.2632080146327330E-003
