 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   500000000.000000        11745854.0000000     
 (25600.0000000000,0.000000000000000E+000)
 (9929029.00000000,6.698238145244624E-004)
 (30284.3170666537,-2.043015160682308E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
 45     0.1558672944E+000+/-     0.019031%    +i   0.1414412804E+000+/-     0.019889%
 46     0.1575668690E+000+/-     0.018631%    +i   0.1591402971E+000+/-     0.018980%
 47     0.1467393529E+000+/-     0.019053%    +i   0.1669917815E+000+/-     0.018849%
 48     0.1353158353E+000+/-     0.019533%    +i   0.1757170198E+000+/-     0.018651%
 49     0.1269881712E+000+/-     0.020081%    +i   0.1827400763E+000+/-     0.018453%
 50     0.1133064815E+000+/-     0.021184%    +i   0.1877800320E+000+/-     0.018422%
 51     0.1028660103E+000+/-     0.022384%    +i   0.1937918465E+000+/-     0.018258%
 52     0.8863285587E-001+/-     0.024577%    +i   0.1960504126E+000+/-     0.018289%
 53     0.7980928031E-001+/-     0.026951%    +i   0.2111388507E+000+/-     0.017718%
 54     0.6644828410E-001+/-     0.030996%    +i   0.2107286571E+000+/-     0.017753%
 55     0.5294400554E-001+/-     0.038454%    +i   0.2157105607E+000+/-     0.017580%
 56     0.4228766512E-001+/-     0.047996%    +i   0.2098915101E+000+/-     0.017754%
 57     0.2796300474E-001+/-     0.074538%    +i   0.2247330647E+000+/-     0.017147%
 58     0.1441139579E-001+/-     0.145252%    +i   0.2241516162E+000+/-     0.017098%
 59     0.4702260620E-002+/-     0.462477%    +i   0.2263561574E+000+/-     0.016899%
 60    -0.1189747113E-001+/-     0.188800%    +i   0.2217634797E+000+/-     0.016966%
 61    -0.2451805945E-001+/-     0.095312%    +i   0.2221327258E+000+/-     0.016821%
 62    -0.3638907770E-001+/-     0.069394%    +i   0.2283873573E+000+/-     0.016417%
 63    -0.5548827931E-001+/-     0.047464%    +i   0.2251473166E+000+/-     0.016386%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   6000000000.00000        127768973.000000     
 (25600.0000000000,0.000000000000000E+000)
 (99687650.0000000,2.806278321939555E-002)
 (32811.3433188564,-9.236626750597802E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5726476768E-001+/-     0.037417%    +i  -0.1125116925E+000+/-     0.032042%
  1    -0.6653927215E-001+/-     0.039827%    +i  -0.2307303729E+000+/-     0.015585%
  2    -0.4837841945E-001+/-     0.052886%    +i  -0.2379710267E+000+/-     0.015504%
  3    -0.3454146253E-001+/-     0.068254%    +i  -0.2314901844E+000+/-     0.015906%
  4    -0.2234728313E-001+/-     0.100955%    +i  -0.2333552216E+000+/-     0.015993%
  5    -0.3912585271E-002+/-     0.553674%    +i  -0.2370356065E+000+/-     0.015983%
  6     0.6752036425E-002+/-     0.305271%    +i  -0.2341356547E+000+/-     0.016210%
  7     0.2276904526E-001+/-     0.090615%    +i  -0.2368452426E+000+/-     0.016186%
  8     0.3801265876E-001+/-     0.052680%    +i  -0.2235327641E+000+/-     0.016694%
  9     0.4924082091E-001+/-     0.040406%    +i  -0.2289930350E+000+/-     0.016567%
 10     0.6404716099E-001+/-     0.031349%    +i  -0.2233991683E+000+/-     0.016750%
 11     0.7774891476E-001+/-     0.026747%    +i  -0.2231393423E+000+/-     0.016753%
 12     0.8874425428E-001+/-     0.023919%    +i  -0.2073238382E+000+/-     0.017282%
 13     0.1027432321E+000+/-     0.021629%    +i  -0.2090150673E+000+/-     0.017141%
 14     0.1157209908E+000+/-     0.020307%    +i  -0.1978191124E+000+/-     0.017438%
 15     0.1287783952E+000+/-     0.019235%    +i  -0.1926455191E+000+/-     0.017492%
 16     0.1395297764E+000+/-     0.018571%    +i  -0.1866785291E+000+/-     0.017609%
 17     0.1510956751E+000+/-     0.018102%    +i  -0.1773139707E+000+/-     0.017816%
 18     0.1604791220E+000+/-     0.017779%    +i  -0.1672913879E+000+/-     0.018042%
 19     0.1626793988E+000+/-     0.017968%    +i  -0.1513335324E+000+/-     0.018738%
 20     0.1797344212E+000+/-     0.017411%    +i  -0.1440521218E+000+/-     0.018690%
 21     0.1831030631E+000+/-     0.017503%    +i  -0.1308564121E+000+/-     0.019285%
 22     0.1911509382E+000+/-     0.017336%    +i  -0.1219647008E+000+/-     0.019566%
 23     0.1976705802E+000+/-     0.017291%    +i  -0.1096087568E+000+/-     0.020156%
 24     0.2068653988E+000+/-     0.017144%    +i  -0.9822910431E-001+/-     0.020924%
 25     0.2062081106E+000+/-     0.017314%    +i  -0.8574297243E-001+/-     0.021923%
 26     0.2195435809E+000+/-     0.016919%    +i  -0.7920980071E-001+/-     0.022556%
 27     0.2267188628E+000+/-     0.016805%    +i  -0.6563016415E-001+/-     0.024615%
 28     0.2379740897E+000+/-     0.016518%    +i  -0.5413603950E-001+/-     0.027557%
 29     0.2286322480E+000+/-     0.016958%    +i  -0.3728748799E-001+/-     0.035629%
 30     0.2246119683E+000+/-     0.017166%    +i  -0.2342689302E-001+/-     0.051177%
 31     0.2318359824E+000+/-     0.016947%    +i  -0.1066505389E-001+/-     0.109871%
 32     0.2360974904E+000+/-     0.016799%    +i  -0.6646312450E-010+/-     0.000000%
 33     0.2318359824E+000+/-     0.016947%    +i   0.1066505376E-001+/-     0.109871%
 34     0.2246119683E+000+/-     0.017166%    +i   0.2342689289E-001+/-     0.051177%
 35     0.2286322480E+000+/-     0.016958%    +i   0.3728748786E-001+/-     0.035629%
 36     0.2379740897E+000+/-     0.016518%    +i   0.5413603936E-001+/-     0.027557%
 37     0.2267188628E+000+/-     0.016805%    +i   0.6563016403E-001+/-     0.024615%
 38     0.2195435810E+000+/-     0.016919%    +i   0.7920980059E-001+/-     0.022556%
 39     0.2062081106E+000+/-     0.017314%    +i   0.8574297232E-001+/-     0.021923%
 40     0.2068653988E+000+/-     0.017144%    +i   0.9822910420E-001+/-     0.020924%
 41     0.1976705803E+000+/-     0.017291%    +i   0.1096087567E+000+/-     0.020156%
 42     0.1911509383E+000+/-     0.017336%    +i   0.1219647007E+000+/-     0.019566%
 43     0.1831030632E+000+/-     0.017503%    +i   0.1308564120E+000+/-     0.019285%
 44     0.1797344212E+000+/-     0.017411%    +i   0.1440521217E+000+/-     0.018690%
 45     0.1626793989E+000+/-     0.017968%    +i   0.1513335323E+000+/-     0.018738%
 46     0.1604791221E+000+/-     0.017779%    +i   0.1672913878E+000+/-     0.018042%
 47     0.1510956752E+000+/-     0.018102%    +i   0.1773139706E+000+/-     0.017816%
 48     0.1395297765E+000+/-     0.018571%    +i   0.1866785290E+000+/-     0.017609%
 49     0.1287783953E+000+/-     0.019235%    +i   0.1926455190E+000+/-     0.017492%
 50     0.1157209909E+000+/-     0.020307%    +i   0.1978191123E+000+/-     0.017438%
 51     0.1027432322E+000+/-     0.021629%    +i   0.2090150673E+000+/-     0.017141%
 52     0.8874425440E-001+/-     0.023919%    +i   0.2073238382E+000+/-     0.017282%
 53     0.7774891488E-001+/-     0.026747%    +i   0.2231393423E+000+/-     0.016753%
 54     0.6404716112E-001+/-     0.031349%    +i   0.2233991683E+000+/-     0.016750%
 55     0.4924082104E-001+/-     0.040406%    +i   0.2289930350E+000+/-     0.016567%
 56     0.3801265888E-001+/-     0.052680%    +i   0.2235327641E+000+/-     0.016694%
 57     0.2276904539E-001+/-     0.090615%    +i   0.2368452426E+000+/-     0.016186%
 58     0.6752036557E-002+/-     0.305271%    +i   0.2341356547E+000+/-     0.016210%
 59    -0.3912585138E-002+/-     0.553674%    +i   0.2370356065E+000+/-     0.015983%
 60    -0.2234728299E-001+/-     0.100955%    +i   0.2333552216E+000+/-     0.015993%
 61    -0.3454146240E-001+/-     0.068254%    +i   0.2314901844E+000+/-     0.015906%
 62    -0.4837841931E-001+/-     0.052886%    +i   0.2379710267E+000+/-     0.015504%
 63    -0.6653927202E-001+/-     0.039827%    +i   0.2307303730E+000+/-     0.015585%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   6500000000.00000        137308102.000000     
 (25600.0000000000,0.000000000000000E+000)
 (106360965.000000,2.943920887594089E-002)
 (33048.6603915262,-9.147401176138002E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5732559874E-001+/-     0.036799%    +i  -0.1077811509E+000+/-     0.031582%
  1    -0.7467964236E-001+/-     0.035502%    +i  -0.2350495893E+000+/-     0.014907%
  2    -0.5923415456E-001+/-     0.043106%    +i  -0.2444394110E+000+/-     0.014794%
  3    -0.4501444178E-001+/-     0.052580%    +i  -0.2410083775E+000+/-     0.015089%
  4    -0.3071071175E-001+/-     0.073050%    +i  -0.2415241235E+000+/-     0.015232%
  5    -0.1236084843E-001+/-     0.174211%    +i  -0.2476547408E+000+/-     0.015168%
  6     0.1726331580E-002+/-     1.171488%    +i  -0.2395405982E+000+/-     0.015544%
  7     0.1741472045E-001+/-     0.116187%    +i  -0.2461774902E+000+/-     0.015416%
  8     0.3230622726E-001+/-     0.060339%    +i  -0.2353501647E+000+/-     0.015825%
  9     0.4433025474E-001+/-     0.043437%    +i  -0.2412801011E+000+/-     0.015706%
 10     0.6041761421E-001+/-     0.032011%    +i  -0.2326426084E+000+/-     0.015971%
 11     0.7604188172E-001+/-     0.026537%    +i  -0.2355171432E+000+/-     0.015872%
 12     0.8778955154E-001+/-     0.023407%    +i  -0.2189001590E+000+/-     0.016382%
 13     0.1039596030E+000+/-     0.020903%    +i  -0.2186053568E+000+/-     0.016300%
 14     0.1166963659E+000+/-     0.019561%    +i  -0.2079525970E+000+/-     0.016569%
 15     0.1319192708E+000+/-     0.018458%    +i  -0.1999436968E+000+/-     0.016687%
 16     0.1405097213E+000+/-     0.017907%    +i  -0.1918476372E+000+/-     0.016897%
 17     0.1541334033E+000+/-     0.017338%    +i  -0.1845762860E+000+/-     0.017001%
 18     0.1642842846E+000+/-     0.017015%    +i  -0.1736886806E+000+/-     0.017236%
 19     0.1690782660E+000+/-     0.017047%    +i  -0.1602663990E+000+/-     0.017747%
 20     0.1866325962E+000+/-     0.016529%    +i  -0.1524186627E+000+/-     0.017732%
 21     0.1909659353E+000+/-     0.016556%    +i  -0.1404425686E+000+/-     0.018205%
 22     0.1961542360E+000+/-     0.016559%    +i  -0.1272164802E+000+/-     0.018696%
 23     0.2062304899E+000+/-     0.016365%    +i  -0.1176284127E+000+/-     0.019055%
 24     0.2118397843E+000+/-     0.016392%    +i  -0.1026291667E+000+/-     0.020002%
 25     0.2166857039E+000+/-     0.016362%    +i  -0.9116726298E-001+/-     0.020829%
 26     0.2269664239E+000+/-     0.016122%    +i  -0.8249809336E-001+/-     0.021634%
 27     0.2340638648E+000+/-     0.016018%    +i  -0.6897606244E-001+/-     0.023540%
 28     0.2495187833E+000+/-     0.015622%    +i  -0.5877038405E-001+/-     0.025956%
 29     0.2370350671E+000+/-     0.016135%    +i  -0.3946768833E-001+/-     0.033999%
 30     0.2329782705E+000+/-     0.016323%    +i  -0.2724753051E-001+/-     0.045092%
 31     0.2411102610E+000+/-     0.016103%    +i  -0.1171566697E-001+/-     0.101398%
 32     0.2432006479E+000+/-     0.016039%    +i  -0.6731449524E-010+/-     0.000000%
 33     0.2411102610E+000+/-     0.016103%    +i   0.1171566683E-001+/-     0.101398%
 34     0.2329782705E+000+/-     0.016323%    +i   0.2724753038E-001+/-     0.045092%
 35     0.2370350671E+000+/-     0.016135%    +i   0.3946768819E-001+/-     0.033999%
 36     0.2495187833E+000+/-     0.015622%    +i   0.5877038391E-001+/-     0.025956%
 37     0.2340638648E+000+/-     0.016018%    +i   0.6897606231E-001+/-     0.023540%
 38     0.2269664239E+000+/-     0.016122%    +i   0.8249809324E-001+/-     0.021634%
 39     0.2166857039E+000+/-     0.016362%    +i   0.9116726286E-001+/-     0.020829%
 40     0.2118397843E+000+/-     0.016392%    +i   0.1026291666E+000+/-     0.020002%
 41     0.2062304900E+000+/-     0.016365%    +i   0.1176284126E+000+/-     0.019055%
 42     0.1961542361E+000+/-     0.016559%    +i   0.1272164801E+000+/-     0.018696%
 43     0.1909659354E+000+/-     0.016556%    +i   0.1404425685E+000+/-     0.018205%
 44     0.1866325963E+000+/-     0.016529%    +i   0.1524186626E+000+/-     0.017732%
 45     0.1690782661E+000+/-     0.017047%    +i   0.1602663989E+000+/-     0.017747%
 46     0.1642842846E+000+/-     0.017015%    +i   0.1736886805E+000+/-     0.017236%
 47     0.1541334034E+000+/-     0.017338%    +i   0.1845762859E+000+/-     0.017001%
 48     0.1405097214E+000+/-     0.017907%    +i   0.1918476371E+000+/-     0.016897%
 49     0.1319192709E+000+/-     0.018458%    +i   0.1999436967E+000+/-     0.016687%
 50     0.1166963660E+000+/-     0.019561%    +i   0.2079525969E+000+/-     0.016569%
 51     0.1039596031E+000+/-     0.020903%    +i   0.2186053568E+000+/-     0.016300%
 52     0.8778955166E-001+/-     0.023407%    +i   0.2189001590E+000+/-     0.016382%
 53     0.7604188185E-001+/-     0.026537%    +i   0.2355171431E+000+/-     0.015872%
 54     0.6041761434E-001+/-     0.032011%    +i   0.2326426084E+000+/-     0.015971%
 55     0.4433025487E-001+/-     0.043437%    +i   0.2412801010E+000+/-     0.015706%
 56     0.3230622739E-001+/-     0.060339%    +i   0.2353501647E+000+/-     0.015825%
 57     0.1741472059E-001+/-     0.116187%    +i   0.2461774902E+000+/-     0.015416%
 58     0.1726331712E-002+/-     1.171488%    +i   0.2395405982E+000+/-     0.015544%
 59    -0.1236084829E-001+/-     0.174211%    +i   0.2476547408E+000+/-     0.015168%
 60    -0.3071071162E-001+/-     0.073050%    +i   0.2415241235E+000+/-     0.015232%
 61    -0.4501444164E-001+/-     0.052580%    +i   0.2410083775E+000+/-     0.015089%
 62    -0.5923415443E-001+/-     0.043106%    +i   0.2444394110E+000+/-     0.014794%
 63    -0.7467964223E-001+/-     0.035502%    +i   0.2350495893E+000+/-     0.014907%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   6000000000.00000        132595871.000000     
 (25600.0000000000,0.000000000000000E+000)
 (105912302.000000,2.676933932317505E-002)
 (32049.6697125892,-8.100555530669008E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.6363563588E-001+/-     0.040491%    +i  -0.1096188042E+000+/-     0.031560%
  1    -0.5467397510E-001+/-     0.048900%    +i  -0.2103942624E+000+/-     0.016031%
  2    -0.3755982788E-001+/-     0.069407%    +i  -0.2147833085E+000+/-     0.016049%
  3    -0.2583706816E-001+/-     0.094980%    +i  -0.2095354979E+000+/-     0.016446%
  4    -0.1314217029E-001+/-     0.180986%    +i  -0.2093538404E+000+/-     0.016605%
  5     0.1019916297E-002+/-     2.236091%    +i  -0.2133311851E+000+/-     0.016588%
  6     0.1156757587E-001+/-     0.185222%    +i  -0.2083466316E+000+/-     0.016863%
  7     0.2268480670E-001+/-     0.097628%    +i  -0.2142248059E+000+/-     0.016850%
  8     0.3864853236E-001+/-     0.055111%    +i  -0.1973859629E+000+/-     0.017519%
  9     0.4879741962E-001+/-     0.043515%    +i  -0.2025317598E+000+/-     0.017387%
 10     0.6073992334E-001+/-     0.034596%    +i  -0.1975394570E+000+/-     0.017611%
 11     0.7454816573E-001+/-     0.029065%    +i  -0.1956578771E+000+/-     0.017637%
 12     0.7877755948E-001+/-     0.026777%    +i  -0.1861617360E+000+/-     0.018222%
 13     0.9359198444E-001+/-     0.023876%    +i  -0.1835426870E+000+/-     0.018260%
 14     0.1071831918E+000+/-     0.022252%    +i  -0.1759032012E+000+/-     0.018527%
 15     0.1182206197E+000+/-     0.020852%    +i  -0.1732425570E+000+/-     0.018629%
 16     0.1252557631E+000+/-     0.020051%    +i  -0.1673357077E+000+/-     0.018898%
 17     0.1352609672E+000+/-     0.019319%    +i  -0.1574532737E+000+/-     0.019185%
 18     0.1459122528E+000+/-     0.018765%    +i  -0.1484946196E+000+/-     0.019450%
 19     0.1464421902E+000+/-     0.019065%    +i  -0.1329250165E+000+/-     0.020630%
 20     0.1645670740E+000+/-     0.018294%    +i  -0.1280945816E+000+/-     0.020830%
 21     0.1626158972E+000+/-     0.018417%    +i  -0.1167262431E+000+/-     0.021714%
 22     0.1719211398E+000+/-     0.018161%    +i  -0.1074323332E+000+/-     0.022478%
 23     0.1786638240E+000+/-     0.018008%    +i  -0.9564719195E-001+/-     0.023306%
 24     0.1858618660E+000+/-     0.017796%    +i  -0.8807143940E-001+/-     0.024546%
 25     0.1854691690E+000+/-     0.017924%    +i  -0.7922105600E-001+/-     0.026227%
 26     0.1985888572E+000+/-     0.017466%    +i  -0.7410418983E-001+/-     0.027725%
 27     0.2065870814E+000+/-     0.017295%    +i  -0.5698896035E-001+/-     0.031839%
 28     0.2153614001E+000+/-     0.017016%    +i  -0.4875016508E-001+/-     0.035925%
 29     0.2058823716E+000+/-     0.017499%    +i  -0.3309299231E-001+/-     0.048453%
 30     0.2000355804E+000+/-     0.017814%    +i  -0.1967911518E-001+/-     0.076041%
 31     0.2094818784E+000+/-     0.017472%    +i  -0.6208823861E-002+/-     0.242921%
 32     0.2151882012E+000+/-     0.017252%    +i  -0.5438882800E-010+/-     0.000000%
 33     0.2094818784E+000+/-     0.017472%    +i   0.6208823755E-002+/-     0.242921%
 34     0.2000355804E+000+/-     0.017814%    +i   0.1967911508E-001+/-     0.076041%
 35     0.2058823717E+000+/-     0.017499%    +i   0.3309299221E-001+/-     0.048453%
 36     0.2153614001E+000+/-     0.017016%    +i   0.4875016497E-001+/-     0.035925%
 37     0.2065870814E+000+/-     0.017295%    +i   0.5698896025E-001+/-     0.031839%
 38     0.1985888572E+000+/-     0.017466%    +i   0.7410418973E-001+/-     0.027725%
 39     0.1854691690E+000+/-     0.017924%    +i   0.7922105591E-001+/-     0.026227%
 40     0.1858618660E+000+/-     0.017796%    +i   0.8807143930E-001+/-     0.024546%
 41     0.1786638241E+000+/-     0.018008%    +i   0.9564719185E-001+/-     0.023306%
 42     0.1719211398E+000+/-     0.018161%    +i   0.1074323331E+000+/-     0.022478%
 43     0.1626158972E+000+/-     0.018417%    +i   0.1167262431E+000+/-     0.021714%
 44     0.1645670741E+000+/-     0.018294%    +i   0.1280945815E+000+/-     0.020830%
 45     0.1464421903E+000+/-     0.019065%    +i   0.1329250164E+000+/-     0.020630%
 46     0.1459122529E+000+/-     0.018765%    +i   0.1484946195E+000+/-     0.019450%
 47     0.1352609673E+000+/-     0.019319%    +i   0.1574532736E+000+/-     0.019185%
 48     0.1252557632E+000+/-     0.020051%    +i   0.1673357077E+000+/-     0.018898%
 49     0.1182206197E+000+/-     0.020852%    +i   0.1732425569E+000+/-     0.018629%
 50     0.1071831919E+000+/-     0.022252%    +i   0.1759032012E+000+/-     0.018527%
 51     0.9359198453E-001+/-     0.023876%    +i   0.1835426870E+000+/-     0.018260%
 52     0.7877755958E-001+/-     0.026777%    +i   0.1861617359E+000+/-     0.018222%
 53     0.7454816582E-001+/-     0.029065%    +i   0.1956578771E+000+/-     0.017637%
 54     0.6073992344E-001+/-     0.034596%    +i   0.1975394569E+000+/-     0.017611%
 55     0.4879741972E-001+/-     0.043515%    +i   0.2025317598E+000+/-     0.017387%
 56     0.3864853246E-001+/-     0.055111%    +i   0.1973859629E+000+/-     0.017519%
 57     0.2268480681E-001+/-     0.097628%    +i   0.2142248059E+000+/-     0.016850%
 58     0.1156757597E-001+/-     0.185222%    +i   0.2083466315E+000+/-     0.016863%
 59     0.1019916405E-002+/-     2.236091%    +i   0.2133311851E+000+/-     0.016588%
 60    -0.1314217019E-001+/-     0.180986%    +i   0.2093538404E+000+/-     0.016605%
 61    -0.2583706806E-001+/-     0.094980%    +i   0.2095354979E+000+/-     0.016446%
 62    -0.3755982777E-001+/-     0.069407%    +i   0.2147833085E+000+/-     0.016049%
 63    -0.5467397500E-001+/-     0.048900%    +i   0.2103942625E+000+/-     0.016031%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   6500000000.00000        147022848.000000     
 (25600.0000000000,0.000000000000000E+000)
 (118862387.000000,2.639798516808292E-002)
 (31665.0624625265,-7.032450469232073E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.7033472458E-001+/-     0.039933%    +i  -0.1040179734E+000+/-     0.030506%
  1    -0.5381295628E-001+/-     0.050258%    +i  -0.2002010530E+000+/-     0.015649%
  2    -0.3601810519E-001+/-     0.071287%    +i  -0.2010493092E+000+/-     0.015771%
  3    -0.2695990292E-001+/-     0.092819%    +i  -0.1999864245E+000+/-     0.016076%
  4    -0.1520670773E-001+/-     0.156672%    +i  -0.1983466624E+000+/-     0.016299%
  5    -0.3318857260E-002+/-     0.691729%    +i  -0.2031950860E+000+/-     0.016288%
  6     0.1065160334E-001+/-     0.200496%    +i  -0.1944071415E+000+/-     0.016650%
  7     0.1959067064E-001+/-     0.113402%    +i  -0.2028372114E+000+/-     0.016597%
  8     0.3474382616E-001+/-     0.061766%    +i  -0.1877871360E+000+/-     0.017272%
  9     0.4333985756E-001+/-     0.049904%    +i  -0.1959173986E+000+/-     0.017119%
 10     0.5646956671E-001+/-     0.037564%    +i  -0.1881742338E+000+/-     0.017421%
 11     0.6841860005E-001+/-     0.031264%    +i  -0.1865365882E+000+/-     0.017493%
 12     0.7471410194E-001+/-     0.028427%    +i  -0.1774253022E+000+/-     0.018098%
 13     0.8514345068E-001+/-     0.025083%    +i  -0.1755223627E+000+/-     0.018170%
 14     0.1003175558E+000+/-     0.022997%    +i  -0.1679566012E+000+/-     0.018512%
 15     0.1138362713E+000+/-     0.021285%    +i  -0.1619448511E+000+/-     0.018738%
 16     0.1179743688E+000+/-     0.020381%    +i  -0.1583374283E+000+/-     0.019012%
 17     0.1262029361E+000+/-     0.019503%    +i  -0.1508940522E+000+/-     0.019350%
 18     0.1374098144E+000+/-     0.018827%    +i  -0.1427199394E+000+/-     0.019765%
 19     0.1383402586E+000+/-     0.019014%    +i  -0.1268487300E+000+/-     0.021058%
 20     0.1559060821E+000+/-     0.018195%    +i  -0.1188396669E+000+/-     0.021500%
 21     0.1535981984E+000+/-     0.018213%    +i  -0.1124245366E+000+/-     0.022388%
 22     0.1638288435E+000+/-     0.017847%    +i  -0.1058636614E+000+/-     0.023388%
 23     0.1684441610E+000+/-     0.017755%    +i  -0.9037577115E-001+/-     0.024581%
 24     0.1776018033E+000+/-     0.017432%    +i  -0.8538340870E-001+/-     0.026244%
 25     0.1760464694E+000+/-     0.017552%    +i  -0.7715222152E-001+/-     0.027881%
 26     0.1868222125E+000+/-     0.017130%    +i  -0.7203850718E-001+/-     0.029228%
 27     0.1959645387E+000+/-     0.016885%    +i  -0.5825369532E-001+/-     0.033889%
 28     0.2038043245E+000+/-     0.016660%    +i  -0.4645128026E-001+/-     0.040196%
 29     0.1992332474E+000+/-     0.016991%    +i  -0.3185021051E-001+/-     0.057593%
 30     0.1909550850E+000+/-     0.017360%    +i  -0.2202091602E-001+/-     0.077179%
 31     0.1993854673E+000+/-     0.017056%    +i  -0.7622987426E-002+/-     0.221074%
 32     0.2064369811E+000+/-     0.016796%    +i  -0.4584730714E-010+/-     0.000000%
 33     0.1993854673E+000+/-     0.017056%    +i   0.7622987338E-002+/-     0.221074%
 34     0.1909550850E+000+/-     0.017360%    +i   0.2202091594E-001+/-     0.077179%
 35     0.1992332474E+000+/-     0.016991%    +i   0.3185021042E-001+/-     0.057593%
 36     0.2038043245E+000+/-     0.016660%    +i   0.4645128017E-001+/-     0.040196%
 37     0.1959645387E+000+/-     0.016885%    +i   0.5825369523E-001+/-     0.033889%
 38     0.1868222125E+000+/-     0.017130%    +i   0.7203850710E-001+/-     0.029228%
 39     0.1760464694E+000+/-     0.017552%    +i   0.7715222144E-001+/-     0.027881%
 40     0.1776018033E+000+/-     0.017432%    +i   0.8538340862E-001+/-     0.026244%
 41     0.1684441610E+000+/-     0.017755%    +i   0.9037577108E-001+/-     0.024581%
 42     0.1638288436E+000+/-     0.017847%    +i   0.1058636613E+000+/-     0.023388%
 43     0.1535981984E+000+/-     0.018213%    +i   0.1124245366E+000+/-     0.022388%
 44     0.1559060821E+000+/-     0.018195%    +i   0.1188396668E+000+/-     0.021500%
 45     0.1383402586E+000+/-     0.019014%    +i   0.1268487300E+000+/-     0.021058%
 46     0.1374098145E+000+/-     0.018827%    +i   0.1427199393E+000+/-     0.019765%
 47     0.1262029361E+000+/-     0.019503%    +i   0.1508940521E+000+/-     0.019350%
 48     0.1179743688E+000+/-     0.020381%    +i   0.1583374283E+000+/-     0.019012%
 49     0.1138362714E+000+/-     0.021285%    +i   0.1619448510E+000+/-     0.018738%
 50     0.1003175559E+000+/-     0.022997%    +i   0.1679566011E+000+/-     0.018512%
 51     0.8514345076E-001+/-     0.025083%    +i   0.1755223627E+000+/-     0.018170%
 52     0.7471410201E-001+/-     0.028427%    +i   0.1774253022E+000+/-     0.018098%
 53     0.6841860013E-001+/-     0.031264%    +i   0.1865365882E+000+/-     0.017493%
 54     0.5646956679E-001+/-     0.037564%    +i   0.1881742338E+000+/-     0.017421%
 55     0.4333985764E-001+/-     0.049904%    +i   0.1959173985E+000+/-     0.017119%
 56     0.3474382625E-001+/-     0.061766%    +i   0.1877871360E+000+/-     0.017272%
 57     0.1959067073E-001+/-     0.113402%    +i   0.2028372114E+000+/-     0.016597%
 58     0.1065160342E-001+/-     0.200496%    +i   0.1944071415E+000+/-     0.016650%
 59    -0.3318857170E-002+/-     0.691729%    +i   0.2031950860E+000+/-     0.016288%
 60    -0.1520670764E-001+/-     0.156672%    +i   0.1983466625E+000+/-     0.016299%
 61    -0.2695990284E-001+/-     0.092819%    +i   0.1999864245E+000+/-     0.016076%
 62    -0.3601810510E-001+/-     0.071287%    +i   0.2010493092E+000+/-     0.015771%
 63    -0.5381295619E-001+/-     0.050258%    +i   0.2002010531E+000+/-     0.015649%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   7000000000.00000        161450031.000000     
 (25600.0000000000,0.000000000000000E+000)
 (131819069.000000,2.577590455057710E-002)
 (31354.4984421032,-6.131059528836997E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.7502212792E-001+/-     0.038685%    +i  -0.9918846131E-001+/-     0.029602%
  1    -0.5340836717E-001+/-     0.050346%    +i  -0.1916935343E+000+/-     0.015300%
  2    -0.3598712437E-001+/-     0.070634%    +i  -0.1914626165E+000+/-     0.015466%
  3    -0.2655779844E-001+/-     0.094570%    +i  -0.1918338986E+000+/-     0.015727%
  4    -0.1531363357E-001+/-     0.158293%    +i  -0.1914061082E+000+/-     0.015930%
  5    -0.4250492159E-002+/-     0.548723%    +i  -0.1956160094E+000+/-     0.015953%
  6     0.7566048238E-002+/-     0.288873%    +i  -0.1886213964E+000+/-     0.016318%
  7     0.1858026107E-001+/-     0.119881%    +i  -0.1934957271E+000+/-     0.016334%
  8     0.3396414081E-001+/-     0.064035%    +i  -0.1796839295E+000+/-     0.017005%
  9     0.3811211012E-001+/-     0.055803%    +i  -0.1890656393E+000+/-     0.016865%
 10     0.5050771323E-001+/-     0.041398%    +i  -0.1830853166E+000+/-     0.017171%
 11     0.6378702159E-001+/-     0.033249%    +i  -0.1804738389E+000+/-     0.017292%
 12     0.6973829802E-001+/-     0.029770%    +i  -0.1706859416E+000+/-     0.017928%
 13     0.8164536756E-001+/-     0.026181%    +i  -0.1709225040E+000+/-     0.018013%
 14     0.9436579380E-001+/-     0.023673%    +i  -0.1637167260E+000+/-     0.018391%
 15     0.1066193362E+000+/-     0.021706%    +i  -0.1584247194E+000+/-     0.018657%
 16     0.1122537814E+000+/-     0.020619%    +i  -0.1526695008E+000+/-     0.019023%
 17     0.1222322806E+000+/-     0.019632%    +i  -0.1463564062E+000+/-     0.019474%
