 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   500000000.000000        11745854.0000000     
 (25600.0000000000,0.000000000000000E+000)
 (9929029.00000000,6.698238145244624E-004)
 (30284.3170666537,-2.043015160682308E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
 55    -0.3387299084E-002+/-     0.689194%    +i   0.1710623000E+000+/-     0.013841%
 56    -0.1669869427E-001+/-     0.146492%    +i   0.1717481108E+000+/-     0.013565%
 57    -0.2509585782E-001+/-     0.100197%    +i   0.1716349038E+000+/-     0.013118%
 58    -0.3970877098E-001+/-     0.063792%    +i   0.1657124957E+000+/-     0.012997%
 59    -0.5489788603E-001+/-     0.048006%    +i   0.1676489890E+000+/-     0.012558%
 60    -0.6244779980E-001+/-     0.042738%    +i   0.1585038584E+000+/-     0.012520%
 61    -0.8220711105E-001+/-     0.033894%    +i   0.1580457132E+000+/-     0.012201%
 62    -0.8464564902E-001+/-     0.033586%    +i   0.1512132164E+000+/-     0.012009%
 63    -0.8213395163E-001+/-     0.034312%    +i   0.1411920919E+000+/-     0.011974%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   15000000000.0000        395260949.000000     
 (25600.0000000000,0.000000000000000E+000)
 (341237907.000000,8.411415419533032E-003)
 (29652.8612057159,-7.309344268690284E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9310330930E-001+/-     0.029420%    +i  -0.6918856529E-001+/-     0.023919%
  1    -0.8505481998E-001+/-     0.033350%    +i  -0.1423155393E+000+/-     0.011940%
  2    -0.8237958904E-001+/-     0.034576%    +i  -0.1514750261E+000+/-     0.011994%
  3    -0.8386929398E-001+/-     0.033275%    +i  -0.1587456914E+000+/-     0.012185%
  4    -0.6348940299E-001+/-     0.042115%    +i  -0.1592200047E+000+/-     0.012503%
  5    -0.5447395793E-001+/-     0.048440%    +i  -0.1678839277E+000+/-     0.012547%
  6    -0.3818791583E-001+/-     0.066836%    +i  -0.1664798267E+000+/-     0.012961%
  7    -0.2503034523E-001+/-     0.099995%    +i  -0.1710687017E+000+/-     0.013130%
  8    -0.1729063233E-001+/-     0.142028%    +i  -0.1730755631E+000+/-     0.013528%
  9    -0.2592953138E-002+/-     0.904812%    +i  -0.1715945944E+000+/-     0.013817%
 10     0.6663134527E-002+/-     0.346493%    +i  -0.1760113463E+000+/-     0.014018%
 11     0.2456194436E-001+/-     0.092472%    +i  -0.1716437452E+000+/-     0.014466%
 12     0.3179502549E-001+/-     0.066956%    +i  -0.1629679637E+000+/-     0.015165%
 13     0.4462169022E-001+/-     0.047885%    +i  -0.1673609164E+000+/-     0.015331%
 14     0.5917107055E-001+/-     0.035399%    +i  -0.1564257393E+000+/-     0.016106%
 15     0.6915164207E-001+/-     0.029949%    +i  -0.1580009489E+000+/-     0.016419%
 16     0.8050997401E-001+/-     0.025505%    +i  -0.1499890380E+000+/-     0.017142%
 17     0.9163572540E-001+/-     0.022480%    +i  -0.1480167170E+000+/-     0.017696%
 18     0.9832860275E-001+/-     0.020507%    +i  -0.1461231975E+000+/-     0.018190%
 19     0.1069888671E+000+/-     0.018903%    +i  -0.1340337663E+000+/-     0.019602%
 20     0.1207077638E+000+/-     0.017135%    +i  -0.1233782272E+000+/-     0.020931%
 21     0.1255811902E+000+/-     0.016327%    +i  -0.1153486102E+000+/-     0.022311%
 22     0.1348686261E+000+/-     0.015386%    +i  -0.1092486328E+000+/-     0.023598%
 23     0.1413842655E+000+/-     0.014707%    +i  -0.1025347008E+000+/-     0.025142%
 24     0.1520566119E+000+/-     0.014132%    +i  -0.8570757698E-001+/-     0.029336%
 25     0.1593224752E+000+/-     0.013719%    +i  -0.8007034326E-001+/-     0.031786%
 26     0.1697906187E+000+/-     0.013187%    +i  -0.7309940399E-001+/-     0.035164%
 27     0.1687380334E+000+/-     0.013105%    +i  -0.5864859045E-001+/-     0.041912%
 28     0.1751181981E+000+/-     0.012846%    +i  -0.4449114207E-001+/-     0.054658%
 29     0.1762926336E+000+/-     0.012795%    +i  -0.3437837233E-001+/-     0.070540%
 30     0.1772149467E+000+/-     0.012824%    +i  -0.2028830896E-001+/-     0.119169%
 31     0.1789884800E+000+/-     0.012715%    +i  -0.1182542474E-001+/-     0.201930%
 32     0.1908367317E+000+/-     0.012379%    +i  -0.4704070076E-011+/-     0.000000%
 33     0.1789884800E+000+/-     0.012715%    +i   0.1182542473E-001+/-     0.201930%
 34     0.1772149467E+000+/-     0.012824%    +i   0.2028830895E-001+/-     0.119169%
 35     0.1762926336E+000+/-     0.012795%    +i   0.3437837232E-001+/-     0.070540%
 36     0.1751181981E+000+/-     0.012846%    +i   0.4449114206E-001+/-     0.054658%
 37     0.1687380334E+000+/-     0.013105%    +i   0.5864859044E-001+/-     0.041912%
 38     0.1697906187E+000+/-     0.013187%    +i   0.7309940398E-001+/-     0.035164%
 39     0.1593224752E+000+/-     0.013719%    +i   0.8007034326E-001+/-     0.031786%
 40     0.1520566119E+000+/-     0.014132%    +i   0.8570757698E-001+/-     0.029336%
 41     0.1413842655E+000+/-     0.014707%    +i   0.1025347008E+000+/-     0.025142%
 42     0.1348686261E+000+/-     0.015386%    +i   0.1092486328E+000+/-     0.023598%
 43     0.1255811902E+000+/-     0.016327%    +i   0.1153486102E+000+/-     0.022311%
 44     0.1207077638E+000+/-     0.017135%    +i   0.1233782272E+000+/-     0.020931%
 45     0.1069888671E+000+/-     0.018903%    +i   0.1340337663E+000+/-     0.019602%
 46     0.9832860276E-001+/-     0.020507%    +i   0.1461231975E+000+/-     0.018190%
 47     0.9163572540E-001+/-     0.022480%    +i   0.1480167170E+000+/-     0.017696%
 48     0.8050997402E-001+/-     0.025505%    +i   0.1499890380E+000+/-     0.017142%
 49     0.6915164208E-001+/-     0.029949%    +i   0.1580009489E+000+/-     0.016419%
 50     0.5917107056E-001+/-     0.035399%    +i   0.1564257393E+000+/-     0.016106%
 51     0.4462169023E-001+/-     0.047885%    +i   0.1673609164E+000+/-     0.015331%
 52     0.3179502550E-001+/-     0.066956%    +i   0.1629679637E+000+/-     0.015165%
 53     0.2456194437E-001+/-     0.092472%    +i   0.1716437452E+000+/-     0.014466%
 54     0.6663134536E-002+/-     0.346493%    +i   0.1760113463E+000+/-     0.014018%
 55    -0.2592953129E-002+/-     0.904812%    +i   0.1715945944E+000+/-     0.013817%
 56    -0.1729063232E-001+/-     0.142028%    +i   0.1730755631E+000+/-     0.013528%
 57    -0.2503034522E-001+/-     0.099995%    +i   0.1710687017E+000+/-     0.013130%
 58    -0.3818791583E-001+/-     0.066836%    +i   0.1664798267E+000+/-     0.012961%
 59    -0.5447395792E-001+/-     0.048440%    +i   0.1678839277E+000+/-     0.012547%
 60    -0.6348940298E-001+/-     0.042115%    +i   0.1592200047E+000+/-     0.012503%
 61    -0.8386929397E-001+/-     0.033275%    +i   0.1587456914E+000+/-     0.012185%
 62    -0.8237958903E-001+/-     0.034576%    +i   0.1514750261E+000+/-     0.011994%
 63    -0.8505481997E-001+/-     0.033350%    +i   0.1423155393E+000+/-     0.011940%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   15500000000.0000        410056288.000000     
 (25600.0000000000,0.000000000000000E+000)
 (354531152.000000,9.650295108675945E-003)
 (29609.3613031782,-8.059632360743287E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9441161978E-001+/-     0.028872%    +i  -0.6897424075E-001+/-     0.023625%
  1    -0.8549500634E-001+/-     0.032954%    +i  -0.1415801858E+000+/-     0.011789%
  2    -0.8383706483E-001+/-     0.033616%    +i  -0.1504050775E+000+/-     0.011856%
  3    -0.8705649078E-001+/-     0.031910%    +i  -0.1590807770E+000+/-     0.012009%
  4    -0.6474975298E-001+/-     0.040972%    +i  -0.1587788030E+000+/-     0.012345%
  5    -0.5587377830E-001+/-     0.046834%    +i  -0.1675126649E+000+/-     0.012391%
  6    -0.4011609771E-001+/-     0.063181%    +i  -0.1667548167E+000+/-     0.012788%
  7    -0.2646755940E-001+/-     0.093269%    +i  -0.1700791729E+000+/-     0.012991%
  8    -0.1851080096E-001+/-     0.131380%    +i  -0.1729868541E+000+/-     0.013354%
  9    -0.2784235294E-002+/-     0.838274%    +i  -0.1715185215E+000+/-     0.013640%
 10     0.4300814010E-002+/-     0.529705%    +i  -0.1765129481E+000+/-     0.013835%
 11     0.2290805462E-001+/-     0.097620%    +i  -0.1711705170E+000+/-     0.014304%
 12     0.3104974680E-001+/-     0.067669%    +i  -0.1620133708E+000+/-     0.015009%
 13     0.4380293653E-001+/-     0.048351%    +i  -0.1678149310E+000+/-     0.015130%
 14     0.5812562943E-001+/-     0.035853%    +i  -0.1590204009E+000+/-     0.015830%
 15     0.6770995827E-001+/-     0.030221%    +i  -0.1596736781E+000+/-     0.016162%
 16     0.7867976929E-001+/-     0.025665%    +i  -0.1516167853E+000+/-     0.016869%
 17     0.9163747103E-001+/-     0.022352%    +i  -0.1497557672E+000+/-     0.017423%
 18     0.9841091577E-001+/-     0.020335%    +i  -0.1459589777E+000+/-     0.017999%
 19     0.1060215227E+000+/-     0.018781%    +i  -0.1351466296E+000+/-     0.019289%
 20     0.1215924471E+000+/-     0.016934%    +i  -0.1249278546E+000+/-     0.020620%
 21     0.1253866779E+000+/-     0.016148%    +i  -0.1172796973E+000+/-     0.021879%
 22     0.1356519037E+000+/-     0.015198%    +i  -0.1094546769E+000+/-     0.023376%
 23     0.1404699372E+000+/-     0.014567%    +i  -0.1021806073E+000+/-     0.024888%
 24     0.1522052188E+000+/-     0.013962%    +i  -0.8579540974E-001+/-     0.029053%
 25     0.1593095743E+000+/-     0.013528%    +i  -0.8170710472E-001+/-     0.031011%
 26     0.1697898372E+000+/-     0.013005%    +i  -0.7441149692E-001+/-     0.034345%
 27     0.1683188754E+000+/-     0.012950%    +i  -0.5851728664E-001+/-     0.041585%
 28     0.1755858790E+000+/-     0.012684%    +i  -0.4283073336E-001+/-     0.056248%
 29     0.1764471614E+000+/-     0.012621%    +i  -0.3480920965E-001+/-     0.069207%
 30     0.1762276084E+000+/-     0.012670%    +i  -0.2174901099E-001+/-     0.109958%
 31     0.1789954709E+000+/-     0.012546%    +i  -0.1152946341E-001+/-     0.205501%
 32     0.1900829138E+000+/-     0.012229%    +i  -0.5174033940E-011+/-     0.000000%
 33     0.1789954709E+000+/-     0.012546%    +i   0.1152946340E-001+/-     0.205501%
 34     0.1762276084E+000+/-     0.012670%    +i   0.2174901098E-001+/-     0.109958%
 35     0.1764471614E+000+/-     0.012621%    +i   0.3480920964E-001+/-     0.069207%
 36     0.1755858790E+000+/-     0.012684%    +i   0.4283073335E-001+/-     0.056248%
 37     0.1683188754E+000+/-     0.012950%    +i   0.5851728663E-001+/-     0.041585%
 38     0.1697898372E+000+/-     0.013005%    +i   0.7441149691E-001+/-     0.034345%
 39     0.1593095743E+000+/-     0.013528%    +i   0.8170710471E-001+/-     0.031011%
 40     0.1522052188E+000+/-     0.013962%    +i   0.8579540973E-001+/-     0.029053%
 41     0.1404699372E+000+/-     0.014567%    +i   0.1021806073E+000+/-     0.024888%
 42     0.1356519037E+000+/-     0.015198%    +i   0.1094546769E+000+/-     0.023376%
 43     0.1253866779E+000+/-     0.016148%    +i   0.1172796972E+000+/-     0.021879%
 44     0.1215924471E+000+/-     0.016934%    +i   0.1249278546E+000+/-     0.020620%
 45     0.1060215227E+000+/-     0.018781%    +i   0.1351466296E+000+/-     0.019289%
 46     0.9841091578E-001+/-     0.020335%    +i   0.1459589777E+000+/-     0.017999%
 47     0.9163747104E-001+/-     0.022352%    +i   0.1497557672E+000+/-     0.017423%
 48     0.7867976930E-001+/-     0.025665%    +i   0.1516167853E+000+/-     0.016869%
 49     0.6770995828E-001+/-     0.030221%    +i   0.1596736781E+000+/-     0.016162%
 50     0.5812562944E-001+/-     0.035853%    +i   0.1590204009E+000+/-     0.015830%
 51     0.4380293654E-001+/-     0.048351%    +i   0.1678149310E+000+/-     0.015130%
 52     0.3104974681E-001+/-     0.067669%    +i   0.1620133708E+000+/-     0.015009%
 53     0.2290805463E-001+/-     0.097620%    +i   0.1711705170E+000+/-     0.014304%
 54     0.4300814019E-002+/-     0.529705%    +i   0.1765129481E+000+/-     0.013835%
 55    -0.2784235285E-002+/-     0.838274%    +i   0.1715185215E+000+/-     0.013640%
 56    -0.1851080095E-001+/-     0.131380%    +i   0.1729868541E+000+/-     0.013354%
 57    -0.2646755939E-001+/-     0.093269%    +i   0.1700791729E+000+/-     0.012991%
 58    -0.4011609770E-001+/-     0.063181%    +i   0.1667548167E+000+/-     0.012788%
 59    -0.5587377829E-001+/-     0.046834%    +i   0.1675126649E+000+/-     0.012391%
 60    -0.6474975297E-001+/-     0.040972%    +i   0.1587788030E+000+/-     0.012345%
 61    -0.8705649077E-001+/-     0.031910%    +i   0.1590807770E+000+/-     0.012009%
 62    -0.8383706482E-001+/-     0.033616%    +i   0.1504050775E+000+/-     0.011856%
 63    -0.8549500633E-001+/-     0.032954%    +i   0.1415801858E+000+/-     0.011789%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   16000000000.0000        424818987.000000     
 (25600.0000000000,0.000000000000000E+000)
 (367784510.000000,1.171026868376168E-002)
 (29569.9404719356,-9.415076994112789E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9524974336E-001+/-     0.028391%    +i  -0.6859262881E-001+/-     0.023362%
  1    -0.8737560963E-001+/-     0.031937%    +i  -0.1405620708E+000+/-     0.011655%
  2    -0.8546500205E-001+/-     0.032705%    +i  -0.1498260688E+000+/-     0.011709%
  3    -0.8722753450E-001+/-     0.031510%    +i  -0.1580553473E+000+/-     0.011870%
  4    -0.6660438398E-001+/-     0.039540%    +i  -0.1586688776E+000+/-     0.012186%
  5    -0.5783587638E-001+/-     0.044952%    +i  -0.1677424569E+000+/-     0.012226%
  6    -0.4183097295E-001+/-     0.059933%    +i  -0.1663810204E+000+/-     0.012638%
  7    -0.2914553512E-001+/-     0.084013%    +i  -0.1708340714E+000+/-     0.012816%
  8    -0.1990243706E-001+/-     0.121051%    +i  -0.1731630307E+000+/-     0.013180%
  9    -0.4260166401E-002+/-     0.544058%    +i  -0.1722821788E+000+/-     0.013453%
 10     0.3338657707E-002+/-     0.675868%    +i  -0.1765088697E+000+/-     0.013664%
 11     0.2210763802E-001+/-     0.100935%    +i  -0.1728747439E+000+/-     0.014082%
 12     0.3139710685E-001+/-     0.066737%    +i  -0.1620789096E+000+/-     0.014824%
 13     0.4220818800E-001+/-     0.049670%    +i  -0.1694012280E+000+/-     0.014900%
 14     0.5773476356E-001+/-     0.035899%    +i  -0.1602151225E+000+/-     0.015604%
 15     0.6699932689E-001+/-     0.030217%    +i  -0.1599232347E+000+/-     0.015961%
 16     0.7738862852E-001+/-     0.025717%    +i  -0.1524785941E+000+/-     0.016634%
 17     0.9109766321E-001+/-     0.022218%    +i  -0.1495048501E+000+/-     0.017232%
 18     0.9900194893E-001+/-     0.020134%    +i  -0.1465574600E+000+/-     0.017782%
 19     0.1062400916E+000+/-     0.018599%    +i  -0.1355362447E+000+/-     0.019055%
 20     0.1204550153E+000+/-     0.016802%    +i  -0.1264370858E+000+/-     0.020248%
 21     0.1257557488E+000+/-     0.015970%    +i  -0.1174577219E+000+/-     0.021646%
 22     0.1355242558E+000+/-     0.015025%    +i  -0.1105733844E+000+/-     0.022996%
 23     0.1404310238E+000+/-     0.014402%    +i  -0.1025949166E+000+/-     0.024575%
 24     0.1530425038E+000+/-     0.013765%    +i  -0.8701239006E-001+/-     0.028563%
 25     0.1596933301E+000+/-     0.013345%    +i  -0.8253104444E-001+/-     0.030515%
 26     0.1692809804E+000+/-     0.012857%    +i  -0.7415718516E-001+/-     0.034056%
 27     0.1685831964E+000+/-     0.012789%    +i  -0.5788633946E-001+/-     0.041661%
 28     0.1754998838E+000+/-     0.012519%    +i  -0.4366593058E-001+/-     0.054811%
 29     0.1756900575E+000+/-     0.012476%    +i  -0.3502550773E-001+/-     0.068027%
 30     0.1753576692E+000+/-     0.012531%    +i  -0.2051446382E-001+/-     0.115007%
 31     0.1786522271E+000+/-     0.012389%    +i  -0.1225974169E-001+/-     0.191517%
 32     0.1898242788E+000+/-     0.012073%    +i  -0.6044010139E-011+/-     0.000000%
 33     0.1786522271E+000+/-     0.012389%    +i   0.1225974168E-001+/-     0.191517%
 34     0.1753576692E+000+/-     0.012531%    +i   0.2051446381E-001+/-     0.115007%
 35     0.1756900575E+000+/-     0.012476%    +i   0.3502550772E-001+/-     0.068027%
 36     0.1754998838E+000+/-     0.012519%    +i   0.4366593057E-001+/-     0.054811%
 37     0.1685831964E+000+/-     0.012789%    +i   0.5788633945E-001+/-     0.041661%
 38     0.1692809804E+000+/-     0.012857%    +i   0.7415718515E-001+/-     0.034056%
 39     0.1596933301E+000+/-     0.013345%    +i   0.8253104443E-001+/-     0.030515%
 40     0.1530425038E+000+/-     0.013765%    +i   0.8701239005E-001+/-     0.028563%
 41     0.1404310238E+000+/-     0.014402%    +i   0.1025949166E+000+/-     0.024575%
 42     0.1355242558E+000+/-     0.015025%    +i   0.1105733844E+000+/-     0.022996%
 43     0.1257557488E+000+/-     0.015970%    +i   0.1174577219E+000+/-     0.021646%
 44     0.1204550153E+000+/-     0.016802%    +i   0.1264370858E+000+/-     0.020248%
 45     0.1062400916E+000+/-     0.018599%    +i   0.1355362447E+000+/-     0.019055%
 46     0.9900194894E-001+/-     0.020134%    +i   0.1465574600E+000+/-     0.017782%
 47     0.9109766322E-001+/-     0.022218%    +i   0.1495048501E+000+/-     0.017232%
 48     0.7738862853E-001+/-     0.025717%    +i   0.1524785941E+000+/-     0.016634%
 49     0.6699932690E-001+/-     0.030217%    +i   0.1599232346E+000+/-     0.015961%
 50     0.5773476357E-001+/-     0.035899%    +i   0.1602151225E+000+/-     0.015604%
 51     0.4220818801E-001+/-     0.049670%    +i   0.1694012280E+000+/-     0.014900%
 52     0.3139710686E-001+/-     0.066737%    +i   0.1620789095E+000+/-     0.014824%
 53     0.2210763803E-001+/-     0.100935%    +i   0.1728747439E+000+/-     0.014082%
 54     0.3338657718E-002+/-     0.675868%    +i   0.1765088697E+000+/-     0.013664%
 55    -0.4260166390E-002+/-     0.544058%    +i   0.1722821788E+000+/-     0.013453%
 56    -0.1990243705E-001+/-     0.121051%    +i   0.1731630307E+000+/-     0.013180%
 57    -0.2914553511E-001+/-     0.084013%    +i   0.1708340714E+000+/-     0.012816%
 58    -0.4183097294E-001+/-     0.059933%    +i   0.1663810204E+000+/-     0.012638%
 59    -0.5783587637E-001+/-     0.044952%    +i   0.1677424569E+000+/-     0.012226%
 60    -0.6660438397E-001+/-     0.039540%    +i   0.1586688776E+000+/-     0.012186%
 61    -0.8722753449E-001+/-     0.031510%    +i   0.1580553473E+000+/-     0.011870%
 62    -0.8546500204E-001+/-     0.032705%    +i   0.1498260688E+000+/-     0.011709%
 63    -0.8737560962E-001+/-     0.031937%    +i   0.1405620708E+000+/-     0.011655%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   16500000000.0000        439640678.000000     
 (25600.0000000000,0.000000000000000E+000)
 (381101177.000000,1.460294795787007E-002)
 (29532.3185443744,-1.131612644635679E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9675759283E-001+/-     0.027849%    +i  -0.6859548003E-001+/-     0.023061%
  1    -0.8966651151E-001+/-     0.030931%    +i  -0.1401767016E+000+/-     0.011507%
  2    -0.8731822868E-001+/-     0.031796%    +i  -0.1496055994E+000+/-     0.011557%
  3    -0.8859994294E-001+/-     0.030780%    +i  -0.1577750890E+000+/-     0.011719%
  4    -0.6819581840E-001+/-     0.038438%    +i  -0.1590367413E+000+/-     0.012016%
  5    -0.5839278795E-001+/-     0.044380%    +i  -0.1681808270E+000+/-     0.012052%
  6    -0.4356931973E-001+/-     0.057058%    +i  -0.1665182348E+000+/-     0.012478%
  7    -0.3010670580E-001+/-     0.080834%    +i  -0.1711252427E+000+/-     0.012647%
  8    -0.2008298548E-001+/-     0.119139%    +i  -0.1730965619E+000+/-     0.013009%
  9    -0.5665010202E-002+/-     0.405642%    +i  -0.1727709964E+000+/-     0.013276%
 10     0.2308398121E-002+/-     0.965146%    +i  -0.1759880678E+000+/-     0.013511%
 11     0.2186035629E-001+/-     0.100957%    +i  -0.1719557751E+000+/-     0.013935%
 12     0.3055856498E-001+/-     0.067968%    +i  -0.1625436101E+000+/-     0.014634%
 13     0.4202085446E-001+/-     0.049485%    +i  -0.1691647080E+000+/-     0.014727%
 14     0.5749879641E-001+/-     0.035741%    +i  -0.1601291067E+000+/-     0.015423%
 15     0.6573424307E-001+/-     0.030408%    +i  -0.1610100767E+000+/-     0.015731%
 16     0.7621970103E-001+/-     0.025718%    +i  -0.1525562097E+000+/-     0.016434%
 17     0.9012787996E-001+/-     0.022158%    +i  -0.1506246440E+000+/-     0.016978%
 18     0.9833445404E-001+/-     0.020014%    +i  -0.1471405585E+000+/-     0.017545%
 19     0.1062319939E+000+/-     0.018425%    +i  -0.1356683781E+000+/-     0.018835%
 20     0.1199385169E+000+/-     0.016655%    +i  -0.1264970752E+000+/-     0.020012%
 21     0.1260935216E+000+/-     0.015800%    +i  -0.1166383381E+000+/-     0.021512%
 22     0.1343075222E+000+/-     0.014886%    +i  -0.1112158028E+000+/-     0.022623%
 23     0.1408026066E+000+/-     0.014204%    +i  -0.1050476030E+000+/-     0.023987%
 24     0.1527693870E+000+/-     0.013604%    +i  -0.8763221693E-001+/-     0.028123%
 25     0.1596317983E+000+/-     0.013182%    +i  -0.8274655747E-001+/-     0.030148%
 26     0.1690456906E+000+/-     0.012698%    +i  -0.7458391965E-001+/-     0.033549%
 27     0.1688400975E+000+/-     0.012612%    +i  -0.5920109167E-001+/-     0.040553%
 28     0.1746411510E+000+/-     0.012378%    +i  -0.4411358311E-001+/-     0.053678%
 29     0.1759095691E+000+/-     0.012318%    +i  -0.3412785133E-001+/-     0.069188%
 30     0.1747086372E+000+/-     0.012387%    +i  -0.2045631285E-001+/-     0.114020%
 31     0.1789648767E+000+/-     0.012220%    +i  -0.1320862015E-001+/-     0.176619%
 32     0.1888757220E+000+/-     0.011937%    +i  -0.7237296827E-011+/-     0.000000%
 33     0.1789648767E+000+/-     0.012220%    +i   0.1320862014E-001+/-     0.176619%
 34     0.1747086372E+000+/-     0.012387%    +i   0.2045631284E-001+/-     0.114020%
 35     0.1759095691E+000+/-     0.012318%    +i   0.3412785131E-001+/-     0.069188%
 36     0.1746411510E+000+/-     0.012378%    +i   0.4411358310E-001+/-     0.053678%
 37     0.1688400975E+000+/-     0.012612%    +i   0.5920109165E-001+/-     0.040553%
 38     0.1690456906E+000+/-     0.012698%    +i   0.7458391964E-001+/-     0.033549%
 39     0.1596317983E+000+/-     0.013182%    +i   0.8274655746E-001+/-     0.030148%
 40     0.1527693870E+000+/-     0.013604%    +i   0.8763221692E-001+/-     0.028123%
 41     0.1408026066E+000+/-     0.014204%    +i   0.1050476030E+000+/-     0.023987%
 42     0.1343075222E+000+/-     0.014886%    +i   0.1112158028E+000+/-     0.022623%
 43     0.1260935216E+000+/-     0.015800%    +i   0.1166383381E+000+/-     0.021512%
 44     0.1199385169E+000+/-     0.016655%    +i   0.1264970752E+000+/-     0.020012%
 45     0.1062319939E+000+/-     0.018425%    +i   0.1356683780E+000+/-     0.018835%
 46     0.9833445405E-001+/-     0.020014%    +i   0.1471405585E+000+/-     0.017545%
 47     0.9012787997E-001+/-     0.022158%    +i   0.1506246440E+000+/-     0.016978%
 48     0.7621970104E-001+/-     0.025718%    +i   0.1525562097E+000+/-     0.016434%
 49     0.6573424308E-001+/-     0.030408%    +i   0.1610100767E+000+/-     0.015731%
 50     0.5749879642E-001+/-     0.035741%    +i   0.1601291067E+000+/-     0.015423%
 51     0.4202085447E-001+/-     0.049485%    +i   0.1691647080E+000+/-     0.014727%
 52     0.3055856499E-001+/-     0.067968%    +i   0.1625436101E+000+/-     0.014634%
 53     0.2186035630E-001+/-     0.100957%    +i   0.1719557751E+000+/-     0.013935%
 54     0.2308398134E-002+/-     0.965146%    +i   0.1759880678E+000+/-     0.013511%
 55    -0.5665010188E-002+/-     0.405642%    +i   0.1727709964E+000+/-     0.013276%
 56    -0.2008298547E-001+/-     0.119139%    +i   0.1730965619E+000+/-     0.013009%
 57    -0.3010670578E-001+/-     0.080834%    +i   0.1711252427E+000+/-     0.012647%
 58    -0.4356931971E-001+/-     0.057058%    +i   0.1665182348E+000+/-     0.012478%
 59    -0.5839278794E-001+/-     0.044380%    +i   0.1681808270E+000+/-     0.012052%
 60    -0.6819581838E-001+/-     0.038438%    +i   0.1590367413E+000+/-     0.012016%
 61    -0.8859994293E-001+/-     0.030780%    +i   0.1577750890E+000+/-     0.011719%
 62    -0.8731822867E-001+/-     0.031796%    +i   0.1496055994E+000+/-     0.011557%
 63    -0.8966651150E-001+/-     0.030931%    +i   0.1401767016E+000+/-     0.011507%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -852522944
   17000000000.0000        454403105.000000     
 (25600.0000000000,0.000000000000000E+000)
 (394353799.000000,1.830405015168175E-002)
 (29498.1803585972,-1.369166910617532E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9764048090E-001+/-     0.027390%    +i  -0.6834134499E-001+/-     0.022802%
  1    -0.9032413134E-001+/-     0.030466%    +i  -0.1395865783E+000+/-     0.011370%
  2    -0.8913049783E-001+/-     0.030856%    +i  -0.1490050883E+000+/-     0.011424%
  3    -0.8804391991E-001+/-     0.030646%    +i  -0.1567706662E+000+/-     0.011589%
  4    -0.7100012679E-001+/-     0.036842%    +i  -0.1602252757E+000+/-     0.011833%
  5    -0.5961162144E-001+/-     0.043125%    +i  -0.1680932303E+000+/-     0.011903%
  6    -0.4453278500E-001+/-     0.055486%    +i  -0.1668099385E+000+/-     0.012313%
  7    -0.3201370307E-001+/-     0.075364%    +i  -0.1715459844E+000+/-     0.012486%
  8    -0.2075005782E-001+/-     0.114171%    +i  -0.1728302092E+000+/-     0.012854%
  9    -0.5735970074E-002+/-     0.397602%    +i  -0.1724539924E+000+/-     0.013121%
 10     0.1485636745E-002+/-     1.484189%    +i  -0.1758207879E+000+/-     0.013353%
 11     0.2066373253E-001+/-     0.105259%    +i  -0.1713697839E+000+/-     0.013788%
 12     0.3053212783E-001+/-     0.067989%    +i  -0.1640042155E+000+/-     0.014417%
 13     0.4128942826E-001+/-     0.050012%    +i  -0.1703671259E+000+/-     0.014517%
 14     0.5629445596E-001+/-     0.036034%    +i  -0.1606775158E+000+/-     0.015224%
 15     0.6524120965E-001+/-     0.030385%    +i  -0.1619001521E+000+/-     0.015518%
 16     0.7586433958E-001+/-     0.025621%    +i  -0.1533776178E+000+/-     0.016216%
 17     0.9036078058E-001+/-     0.021942%    +i  -0.1502957237E+000+/-     0.016808%
 18     0.9786540691E-001+/-     0.019875%    +i  -0.1472378117E+000+/-     0.017341%
 19     0.1064374808E+000+/-     0.018240%    +i  -0.1357135179E+000+/-     0.018630%
 20     0.1191601357E+000+/-     0.016518%    +i  -0.1273277435E+000+/-     0.019713%
 21     0.1254002768E+000+/-     0.015651%    +i  -0.1174942151E+000+/-     0.021175%
 22     0.1344935418E+000+/-     0.014719%    +i  -0.1116220410E+000+/-     0.022352%
 23     0.1409567812E+000+/-     0.014059%    +i  -0.1039001281E+000+/-     0.023919%
 24     0.1530204699E+000+/-     0.013430%    +i  -0.8869372024E-001+/-     0.027631%
 25     0.1600984866E+000+/-     0.013013%    +i  -0.8290068281E-001+/-     0.029848%
 26     0.1698763503E+000+/-     0.012512%    +i  -0.7597585763E-001+/-     0.032817%
