 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
 55     0.4917688369E-001+/-     0.042738%    +i   0.1952563508E+000+/-     0.017721%
 56     0.3553577933E-001+/-     0.058260%    +i   0.2018211916E+000+/-     0.017334%
 57     0.2656772569E-001+/-     0.082161%    +i   0.2046895821E+000+/-     0.017190%
 58     0.9544635250E-002+/-     0.232568%    +i   0.2139952682E+000+/-     0.016696%
 59     0.1161640237E-002+/-     1.931021%    +i   0.2034424131E+000+/-     0.016971%
 60    -0.1626269644E-001+/-     0.144496%    +i   0.2097776802E+000+/-     0.016605%
 61    -0.3152919301E-001+/-     0.077830%    +i   0.2126407055E+000+/-     0.016340%
 62    -0.3783879403E-001+/-     0.067760%    +i   0.2077885753E+000+/-     0.016324%
 63    -0.5756008014E-001+/-     0.046769%    +i   0.2116673567E+000+/-     0.015976%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   6500000000.00000        146993813.000000     
 (25600.0000000000,0.000000000000000E+000)
 (118845428.000000,2.891322422520136E-002)
 (31663.3266935603,-7.703189595200185E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.6650495638E-001+/-     0.040008%    +i  -0.1006537796E+000+/-     0.030954%
  1    -0.5376247187E-001+/-     0.049618%    +i  -0.1987258260E+000+/-     0.015666%
  2    -0.3792626181E-001+/-     0.067129%    +i  -0.1958614412E+000+/-     0.016012%
  3    -0.3128281664E-001+/-     0.079117%    +i  -0.2013492846E+000+/-     0.016013%
  4    -0.1770751181E-001+/-     0.132682%    +i  -0.1981595202E+000+/-     0.016314%
  5    -0.2759106921E-002+/-     0.836026%    +i  -0.1957592276E+000+/-     0.016612%
  6     0.6264832758E-002+/-     0.358498%    +i  -0.2036187032E+000+/-     0.016413%
  7     0.2325150888E-001+/-     0.095886%    +i  -0.1957284727E+000+/-     0.016893%
  8     0.3186546217E-001+/-     0.065341%    +i  -0.1909772250E+000+/-     0.017113%
  9     0.4429197369E-001+/-     0.047213%    +i  -0.1853586396E+000+/-     0.017512%
 10     0.5997171381E-001+/-     0.036299%    +i  -0.1801021118E+000+/-     0.017771%
 11     0.6970077880E-001+/-     0.031452%    +i  -0.1811422180E+000+/-     0.017843%
 12     0.7966438425E-001+/-     0.027431%    +i  -0.1811115115E+000+/-     0.017823%
 13     0.8553867270E-001+/-     0.025982%    +i  -0.1809943852E+000+/-     0.018110%
 14     0.1011201462E+000+/-     0.023065%    +i  -0.1663083595E+000+/-     0.018626%
 15     0.1135402697E+000+/-     0.021385%    +i  -0.1635967628E+000+/-     0.018787%
 16     0.1203594347E+000+/-     0.020414%    +i  -0.1553727892E+000+/-     0.019226%
 17     0.1266966776E+000+/-     0.019884%    +i  -0.1436451763E+000+/-     0.019904%
 18     0.1363117005E+000+/-     0.019171%    +i  -0.1428576590E+000+/-     0.020237%
 19     0.1426998114E+000+/-     0.018682%    +i  -0.1303649818E+000+/-     0.020753%
 20     0.1549617350E+000+/-     0.018046%    +i  -0.1264596645E+000+/-     0.021033%
 21     0.1581727785E+000+/-     0.017954%    +i  -0.1133885598E+000+/-     0.021950%
 22     0.1596896597E+000+/-     0.018056%    +i  -0.1021841826E+000+/-     0.023458%
 23     0.1655509109E+000+/-     0.017844%    +i  -0.9229177440E-001+/-     0.024529%
 24     0.1689444528E+000+/-     0.017835%    +i  -0.8315160654E-001+/-     0.026492%
 25     0.1856330051E+000+/-     0.017203%    +i  -0.7488028927E-001+/-     0.028295%
 26     0.1961155078E+000+/-     0.016872%    +i  -0.6594709359E-001+/-     0.031431%
 27     0.1829299931E+000+/-     0.017495%    +i  -0.5303922740E-001+/-     0.035384%
 28     0.1981516759E+000+/-     0.016984%    +i  -0.4162332519E-001+/-     0.045016%
 29     0.1965577557E+000+/-     0.017083%    +i  -0.3321048502E-001+/-     0.054244%
 30     0.2016045915E+000+/-     0.016943%    +i  -0.2017486887E-001+/-     0.087526%
 31     0.2018549958E+000+/-     0.016925%    +i  -0.1075562338E-001+/-     0.154058%
 32     0.2045318576E+000+/-     0.016823%    +i  -0.4975938544E-010+/-     0.000000%
 33     0.2018549958E+000+/-     0.016925%    +i   0.1075562328E-001+/-     0.154058%
 34     0.2016045915E+000+/-     0.016943%    +i   0.2017486877E-001+/-     0.087526%
 35     0.1965577557E+000+/-     0.017083%    +i   0.3321048492E-001+/-     0.054244%
 36     0.1981516759E+000+/-     0.016984%    +i   0.4162332509E-001+/-     0.045016%
 37     0.1829299931E+000+/-     0.017495%    +i   0.5303922731E-001+/-     0.035384%
 38     0.1961155078E+000+/-     0.016872%    +i   0.6594709350E-001+/-     0.031431%
 39     0.1856330051E+000+/-     0.017203%    +i   0.7488028918E-001+/-     0.028295%
 40     0.1689444528E+000+/-     0.017835%    +i   0.8315160646E-001+/-     0.026492%
 41     0.1655509110E+000+/-     0.017844%    +i   0.9229177432E-001+/-     0.024529%
 42     0.1596896597E+000+/-     0.018056%    +i   0.1021841825E+000+/-     0.023458%
 43     0.1581727785E+000+/-     0.017954%    +i   0.1133885598E+000+/-     0.021950%
 44     0.1549617351E+000+/-     0.018046%    +i   0.1264596644E+000+/-     0.021033%
 45     0.1426998114E+000+/-     0.018682%    +i   0.1303649818E+000+/-     0.020753%
 46     0.1363117006E+000+/-     0.019171%    +i   0.1428576589E+000+/-     0.020237%
 47     0.1266966776E+000+/-     0.019884%    +i   0.1436451763E+000+/-     0.019904%
 48     0.1203594348E+000+/-     0.020414%    +i   0.1553727891E+000+/-     0.019226%
 49     0.1135402698E+000+/-     0.021385%    +i   0.1635967627E+000+/-     0.018787%
 50     0.1011201463E+000+/-     0.023065%    +i   0.1663083595E+000+/-     0.018626%
 51     0.8553867279E-001+/-     0.025982%    +i   0.1809943851E+000+/-     0.018110%
 52     0.7966438434E-001+/-     0.027431%    +i   0.1811115114E+000+/-     0.017823%
 53     0.6970077889E-001+/-     0.031452%    +i   0.1811422180E+000+/-     0.017843%
 54     0.5997171389E-001+/-     0.036299%    +i   0.1801021118E+000+/-     0.017771%
 55     0.4429197378E-001+/-     0.047213%    +i   0.1853586396E+000+/-     0.017512%
 56     0.3186546226E-001+/-     0.065341%    +i   0.1909772249E+000+/-     0.017113%
 57     0.2325150898E-001+/-     0.095886%    +i   0.1957284727E+000+/-     0.016893%
 58     0.6264832857E-002+/-     0.358498%    +i   0.2036187032E+000+/-     0.016413%
 59    -0.2759106826E-002+/-     0.836026%    +i   0.1957592276E+000+/-     0.016612%
 60    -0.1770751172E-001+/-     0.132682%    +i   0.1981595202E+000+/-     0.016314%
 61    -0.3128281654E-001+/-     0.079117%    +i   0.2013492847E+000+/-     0.016013%
 62    -0.3792626172E-001+/-     0.067129%    +i   0.1958614413E+000+/-     0.016012%
 63    -0.5376247177E-001+/-     0.049618%    +i   0.1987258260E+000+/-     0.015666%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   7000000000.00000        161433393.000000     
 (25600.0000000000,0.000000000000000E+000)
 (131815126.000000,2.830375424386087E-002)
 (31352.2050633248,-6.732043082183727E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.7193056205E-001+/-     0.038905%    +i  -0.9632500132E-001+/-     0.029983%
  1    -0.5022777597E-001+/-     0.052508%    +i  -0.1886547724E+000+/-     0.015356%
  2    -0.3934692153E-001+/-     0.063885%    +i  -0.1868939436E+000+/-     0.015702%
  3    -0.3220015867E-001+/-     0.076275%    +i  -0.1923851658E+000+/-     0.015704%
  4    -0.1697399653E-001+/-     0.139441%    +i  -0.1895179193E+000+/-     0.015990%
  5    -0.4354917250E-002+/-     0.530514%    +i  -0.1878558252E+000+/-     0.016294%
  6     0.3868038390E-002+/-     0.575217%    +i  -0.1942866301E+000+/-     0.016154%
  7     0.2124013672E-001+/-     0.103369%    +i  -0.1856209724E+000+/-     0.016659%
  8     0.2824872518E-001+/-     0.073393%    +i  -0.1831979964E+000+/-     0.016866%
  9     0.4020601998E-001+/-     0.051516%    +i  -0.1780614483E+000+/-     0.017272%
 10     0.5487897753E-001+/-     0.039508%    +i  -0.1761700778E+000+/-     0.017497%
 11     0.6483676920E-001+/-     0.033098%    +i  -0.1740729328E+000+/-     0.017652%
 12     0.7323964104E-001+/-     0.028641%    +i  -0.1731127484E+000+/-     0.017683%
 13     0.8051820024E-001+/-     0.026887%    +i  -0.1742875063E+000+/-     0.017955%
 14     0.9412592480E-001+/-     0.023620%    +i  -0.1600174623E+000+/-     0.018528%
 15     0.1094481468E+000+/-     0.021627%    +i  -0.1552587178E+000+/-     0.018806%
 16     0.1121391757E+000+/-     0.020631%    +i  -0.1503755329E+000+/-     0.019180%
 17     0.1192824553E+000+/-     0.019963%    +i  -0.1387227314E+000+/-     0.019943%
 18     0.1284639467E+000+/-     0.019150%    +i  -0.1382861366E+000+/-     0.020272%
 19     0.1357634045E+000+/-     0.018584%    +i  -0.1265923188E+000+/-     0.020954%
 20     0.1470134249E+000+/-     0.017899%    +i  -0.1217838334E+000+/-     0.021318%
 21     0.1492939307E+000+/-     0.017764%    +i  -0.1096751457E+000+/-     0.022291%
 22     0.1522062691E+000+/-     0.017809%    +i  -0.9828891367E-001+/-     0.024039%
 23     0.1584912695E+000+/-     0.017560%    +i  -0.8849833692E-001+/-     0.025444%
 24     0.1638992035E+000+/-     0.017443%    +i  -0.8104309928E-001+/-     0.027719%
 25     0.1787858421E+000+/-     0.016840%    +i  -0.7227185413E-001+/-     0.029869%
 26     0.1898875695E+000+/-     0.016469%    +i  -0.6365286915E-001+/-     0.033623%
 27     0.1757212444E+000+/-     0.017110%    +i  -0.5108976524E-001+/-     0.037911%
 28     0.1908769985E+000+/-     0.016589%    +i  -0.3917022526E-001+/-     0.049592%
 29     0.1897105046E+000+/-     0.016650%    +i  -0.3337899818E-001+/-     0.057078%
 30     0.1917430476E+000+/-     0.016598%    +i  -0.2153294556E-001+/-     0.084597%
 31     0.1934223806E+000+/-     0.016548%    +i  -0.1034058957E-001+/-     0.169128%
 32     0.1968897409E+000+/-     0.016421%    +i  -0.4227677815E-010+/-     0.000000%
 33     0.1934223806E+000+/-     0.016548%    +i   0.1034058949E-001+/-     0.169128%
 34     0.1917430476E+000+/-     0.016598%    +i   0.2153294548E-001+/-     0.084597%
 35     0.1897105046E+000+/-     0.016650%    +i   0.3337899810E-001+/-     0.057078%
 36     0.1908769985E+000+/-     0.016589%    +i   0.3917022518E-001+/-     0.049592%
 37     0.1757212445E+000+/-     0.017110%    +i   0.5108976517E-001+/-     0.037911%
 38     0.1898875696E+000+/-     0.016469%    +i   0.6365286907E-001+/-     0.033623%
 39     0.1787858421E+000+/-     0.016840%    +i   0.7227185406E-001+/-     0.029869%
 40     0.1638992035E+000+/-     0.017443%    +i   0.8104309921E-001+/-     0.027719%
 41     0.1584912695E+000+/-     0.017560%    +i   0.8849833685E-001+/-     0.025444%
 42     0.1522062691E+000+/-     0.017809%    +i   0.9828891361E-001+/-     0.024039%
 43     0.1492939307E+000+/-     0.017764%    +i   0.1096751456E+000+/-     0.022291%
 44     0.1470134250E+000+/-     0.017899%    +i   0.1217838334E+000+/-     0.021318%
 45     0.1357634045E+000+/-     0.018584%    +i   0.1265923187E+000+/-     0.020954%
 46     0.1284639468E+000+/-     0.019150%    +i   0.1382861365E+000+/-     0.020272%
 47     0.1192824554E+000+/-     0.019963%    +i   0.1387227313E+000+/-     0.019943%
 48     0.1121391757E+000+/-     0.020631%    +i   0.1503755329E+000+/-     0.019180%
 49     0.1094481468E+000+/-     0.021627%    +i   0.1552587177E+000+/-     0.018806%
 50     0.9412592487E-001+/-     0.023620%    +i   0.1600174622E+000+/-     0.018528%
 51     0.8051820031E-001+/-     0.026887%    +i   0.1742875063E+000+/-     0.017955%
 52     0.7323964111E-001+/-     0.028641%    +i   0.1731127483E+000+/-     0.017683%
 53     0.6483676928E-001+/-     0.033098%    +i   0.1740729328E+000+/-     0.017652%
 54     0.5487897760E-001+/-     0.039508%    +i   0.1761700777E+000+/-     0.017497%
 55     0.4020602005E-001+/-     0.051516%    +i   0.1780614483E+000+/-     0.017272%
 56     0.2824872525E-001+/-     0.073393%    +i   0.1831979964E+000+/-     0.016866%
 57     0.2124013680E-001+/-     0.103369%    +i   0.1856209724E+000+/-     0.016659%
 58     0.3868038473E-002+/-     0.575217%    +i   0.1942866301E+000+/-     0.016154%
 59    -0.4354917170E-002+/-     0.530514%    +i   0.1878558252E+000+/-     0.016294%
 60    -0.1697399645E-001+/-     0.139441%    +i   0.1895179193E+000+/-     0.015990%
 61    -0.3220015859E-001+/-     0.076275%    +i   0.1923851658E+000+/-     0.015704%
 62    -0.3934692145E-001+/-     0.063885%    +i   0.1868939436E+000+/-     0.015702%
 63    -0.5022777589E-001+/-     0.052508%    +i   0.1886547724E+000+/-     0.015356%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   7500000000.00000        175898274.000000     
 (25600.0000000000,0.000000000000000E+000)
 (144797758.000000,2.744650170143962E-002)
 (31098.5189038631,-5.894742873070810E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.7290503316E-001+/-     0.037969%    +i  -0.9114139905E-001+/-     0.029372%
  1    -0.5047187729E-001+/-     0.051322%    +i  -0.1809707576E+000+/-     0.015060%
  2    -0.3928794420E-001+/-     0.063405%    +i  -0.1799843967E+000+/-     0.015380%
  3    -0.3327730563E-001+/-     0.072866%    +i  -0.1852323742E+000+/-     0.015403%
  4    -0.1788424804E-001+/-     0.131003%    +i  -0.1824476418E+000+/-     0.015693%
  5    -0.5899872123E-002+/-     0.390587%    +i  -0.1820305863E+000+/-     0.015967%
  6     0.3886866299E-002+/-     0.582899%    +i  -0.1889384156E+000+/-     0.015816%
  7     0.1672647488E-001+/-     0.129863%    +i  -0.1810515152E+000+/-     0.016351%
  8     0.2459264543E-001+/-     0.083663%    +i  -0.1780090754E+000+/-     0.016589%
  9     0.3713047055E-001+/-     0.054962%    +i  -0.1716747214E+000+/-     0.017032%
 10     0.5079164218E-001+/-     0.041324%    +i  -0.1689852452E+000+/-     0.017294%
 11     0.5956813337E-001+/-     0.035020%    +i  -0.1697864770E+000+/-     0.017410%
 12     0.7137453316E-001+/-     0.029260%    +i  -0.1661692065E+000+/-     0.017529%
 13     0.7797786174E-001+/-     0.027406%    +i  -0.1682751453E+000+/-     0.017785%
 14     0.9040245223E-001+/-     0.023913%    +i  -0.1532380020E+000+/-     0.018437%
 15     0.1043613455E+000+/-     0.021832%    +i  -0.1503097830E+000+/-     0.018715%
 16     0.1078036896E+000+/-     0.020783%    +i  -0.1466301067E+000+/-     0.019108%
 17     0.1143550848E+000+/-     0.019988%    +i  -0.1351212142E+000+/-     0.019919%
 18     0.1236893372E+000+/-     0.019087%    +i  -0.1333201896E+000+/-     0.020315%
 19     0.1289999423E+000+/-     0.018462%    +i  -0.1242320856E+000+/-     0.020932%
 20     0.1413743308E+000+/-     0.017730%    +i  -0.1175476352E+000+/-     0.021532%
 21     0.1440576816E+000+/-     0.017542%    +i  -0.1064842976E+000+/-     0.022631%
 22     0.1473968880E+000+/-     0.017544%    +i  -0.9442503035E-001+/-     0.024597%
 23     0.1536328343E+000+/-     0.017290%    +i  -0.8341089222E-001+/-     0.026437%
 24     0.1565622097E+000+/-     0.017139%    +i  -0.7987898234E-001+/-     0.027886%
 25     0.1732715447E+000+/-     0.016467%    +i  -0.7154700098E-001+/-     0.030581%
 26     0.1830817887E+000+/-     0.016150%    +i  -0.6045862733E-001+/-     0.035212%
 27     0.1702621146E+000+/-     0.016732%    +i  -0.4926771903E-001+/-     0.039905%
 28     0.1854463793E+000+/-     0.016153%    +i  -0.4202544473E-001+/-     0.048148%
 29     0.1833999300E+000+/-     0.016278%    +i  -0.3193703982E-001+/-     0.060592%
 30     0.1849837117E+000+/-     0.016235%    +i  -0.2112645711E-001+/-     0.088049%
 31     0.1884593874E+000+/-     0.016126%    +i  -0.1028767690E-001+/-     0.177954%
 32     0.1896301884E+000+/-     0.016074%    +i  -0.3594451572E-010+/-     0.000000%
 33     0.1884593874E+000+/-     0.016126%    +i   0.1028767682E-001+/-     0.177954%
 34     0.1849837118E+000+/-     0.016235%    +i   0.2112645704E-001+/-     0.088049%
 35     0.1833999301E+000+/-     0.016278%    +i   0.3193703975E-001+/-     0.060592%
 36     0.1854463793E+000+/-     0.016153%    +i   0.4202544466E-001+/-     0.048148%
 37     0.1702621146E+000+/-     0.016732%    +i   0.4926771897E-001+/-     0.039905%
 38     0.1830817887E+000+/-     0.016150%    +i   0.6045862726E-001+/-     0.035212%
 39     0.1732715447E+000+/-     0.016467%    +i   0.7154700091E-001+/-     0.030581%
 40     0.1565622097E+000+/-     0.017139%    +i   0.7987898229E-001+/-     0.027886%
 41     0.1536328344E+000+/-     0.017290%    +i   0.8341089216E-001+/-     0.026437%
 42     0.1473968880E+000+/-     0.017544%    +i   0.9442503030E-001+/-     0.024597%
 43     0.1440576816E+000+/-     0.017542%    +i   0.1064842975E+000+/-     0.022631%
 44     0.1413743308E+000+/-     0.017730%    +i   0.1175476352E+000+/-     0.021532%
 45     0.1289999424E+000+/-     0.018462%    +i   0.1242320855E+000+/-     0.020932%
 46     0.1236893372E+000+/-     0.019087%    +i   0.1333201896E+000+/-     0.020315%
 47     0.1143550848E+000+/-     0.019988%    +i   0.1351212141E+000+/-     0.019919%
 48     0.1078036897E+000+/-     0.020783%    +i   0.1466301067E+000+/-     0.019108%
 49     0.1043613455E+000+/-     0.021832%    +i   0.1503097830E+000+/-     0.018715%
 50     0.9040245229E-001+/-     0.023913%    +i   0.1532380020E+000+/-     0.018437%
 51     0.7797786181E-001+/-     0.027406%    +i   0.1682751452E+000+/-     0.017785%
 52     0.7137453322E-001+/-     0.029260%    +i   0.1661692065E+000+/-     0.017529%
 53     0.5956813344E-001+/-     0.035020%    +i   0.1697864769E+000+/-     0.017410%
 54     0.5079164224E-001+/-     0.041324%    +i   0.1689852452E+000+/-     0.017294%
 55     0.3713047062E-001+/-     0.054962%    +i   0.1716747214E+000+/-     0.017032%
 56     0.2459264550E-001+/-     0.083663%    +i   0.1780090754E+000+/-     0.016589%
 57     0.1672647495E-001+/-     0.129863%    +i   0.1810515152E+000+/-     0.016351%
 58     0.3886866370E-002+/-     0.582899%    +i   0.1889384156E+000+/-     0.015816%
 59    -0.5899872054E-002+/-     0.390587%    +i   0.1820305863E+000+/-     0.015967%
 60    -0.1788424797E-001+/-     0.131003%    +i   0.1824476418E+000+/-     0.015693%
 61    -0.3327730556E-001+/-     0.072866%    +i   0.1852323742E+000+/-     0.015403%
 62    -0.3928794413E-001+/-     0.063405%    +i   0.1799843967E+000+/-     0.015380%
 63    -0.5047187722E-001+/-     0.051322%    +i   0.1809707577E+000+/-     0.015060%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   8000000000.00000        190285666.000000     
 (25600.0000000000,0.000000000000000E+000)
 (157715074.000000,2.635250611164186E-002)
 (30886.7943060408,-5.160853779385506E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.7331412020E-001+/-     0.037064%    +i  -0.8664551924E-001+/-     0.028832%
  1    -0.5059842598E-001+/-     0.050296%    +i  -0.1748176006E+000+/-     0.014771%
  2    -0.4076252217E-001+/-     0.060670%    +i  -0.1754699929E+000+/-     0.015043%
  3    -0.3493359954E-001+/-     0.067681%    +i  -0.1785450989E+000+/-     0.015148%
  4    -0.1884620253E-001+/-     0.122052%    +i  -0.1761776632E+000+/-     0.015424%
  5    -0.8221398094E-002+/-     0.273828%    +i  -0.1760633984E+000+/-     0.015701%
  6     0.3261018651E-002+/-     0.681811%    +i  -0.1817661887E+000+/-     0.015577%
  7     0.1425416973E-001+/-     0.149180%    +i  -0.1751331895E+000+/-     0.016098%
  8     0.2300391223E-001+/-     0.088072%    +i  -0.1716230594E+000+/-     0.016358%
  9     0.3504255719E-001+/-     0.057452%    +i  -0.1663053645E+000+/-     0.016789%
 10     0.4824401266E-001+/-     0.042730%    +i  -0.1639372069E+000+/-     0.017058%
 11     0.5865075808E-001+/-     0.034959%    +i  -0.1615262411E+000+/-     0.017263%
 12     0.6844823178E-001+/-     0.029956%    +i  -0.1615896368E+000+/-     0.017333%
 13     0.7518788239E-001+/-     0.027795%    +i  -0.1632772406E+000+/-     0.017595%
 14     0.8684972706E-001+/-     0.024119%    +i  -0.1476765682E+000+/-     0.018315%
 15     0.1016362010E+000+/-     0.021923%    +i  -0.1467487369E+000+/-     0.018591%
 16     0.1033654035E+000+/-     0.020842%    +i  -0.1418979792E+000+/-     0.019008%
 17     0.1102514224E+000+/-     0.019968%    +i  -0.1330459697E+000+/-     0.019794%
 18     0.1186490437E+000+/-     0.019004%    +i  -0.1286141549E+000+/-     0.020277%
 19     0.1247820404E+000+/-     0.018322%    +i  -0.1207737275E+000+/-     0.020955%
 20     0.1357726152E+000+/-     0.017555%    +i  -0.1147003893E+000+/-     0.021547%
 21     0.1384821839E+000+/-     0.017347%    +i  -0.1030742150E+000+/-     0.022775%
 22     0.1430326760E+000+/-     0.017274%    +i  -0.9191841736E-001+/-     0.024865%
 23     0.1485271163E+000+/-     0.016996%    +i  -0.8215538285E-001+/-     0.026648%
 24     0.1513666521E+000+/-     0.016846%    +i  -0.7759627379E-001+/-     0.028247%
 25     0.1684535536E+000+/-     0.016141%    +i  -0.6967137507E-001+/-     0.031225%
 26     0.1769976252E+000+/-     0.015846%    +i  -0.5866917988E-001+/-     0.035972%
 27     0.1657130996E+000+/-     0.016395%    +i  -0.4616736010E-001+/-     0.042390%
 28     0.1786654528E+000+/-     0.015845%    +i  -0.4188520250E-001+/-     0.048041%
 29     0.1779193648E+000+/-     0.015941%    +i  -0.3005193844E-001+/-     0.064379%
 30     0.1799706947E+000+/-     0.015873%    +i  -0.2073161614E-001+/-     0.090852%
 31     0.1814834087E+000+/-     0.015834%    +i  -0.8597582782E-002+/-     0.212090%
 32     0.1828633571E+000+/-     0.015771%    +i  -0.3055451590E-010+/-     0.000000%
 33     0.1814834087E+000+/-     0.015834%    +i   0.8597582721E-002+/-     0.212090%
 34     0.1799706947E+000+/-     0.015873%    +i   0.2073161608E-001+/-     0.090852%
 35     0.1779193648E+000+/-     0.015941%    +i   0.3005193838E-001+/-     0.064379%
 36     0.1786654528E+000+/-     0.015845%    +i   0.4188520244E-001+/-     0.048041%
 37     0.1657130996E+000+/-     0.016395%    +i   0.4616736004E-001+/-     0.042390%
 38     0.1769976253E+000+/-     0.015846%    +i   0.5866917982E-001+/-     0.035972%
 39     0.1684535536E+000+/-     0.016141%    +i   0.6967137502E-001+/-     0.031225%
 40     0.1513666521E+000+/-     0.016846%    +i   0.7759627374E-001+/-     0.028247%
 41     0.1485271164E+000+/-     0.016996%    +i   0.8215538280E-001+/-     0.026648%
 42     0.1430326760E+000+/-     0.017274%    +i   0.9191841731E-001+/-     0.024865%
 43     0.1384821839E+000+/-     0.017347%    +i   0.1030742150E+000+/-     0.022775%
 44     0.1357726152E+000+/-     0.017555%    +i   0.1147003893E+000+/-     0.021547%
 45     0.1247820404E+000+/-     0.018322%    +i   0.1207737275E+000+/-     0.020955%
 46     0.1186490437E+000+/-     0.019004%    +i   0.1286141548E+000+/-     0.020277%
 47     0.1102514225E+000+/-     0.019968%    +i   0.1330459697E+000+/-     0.019794%
 48     0.1033654035E+000+/-     0.020842%    +i   0.1418979791E+000+/-     0.019008%
 49     0.1016362010E+000+/-     0.021923%    +i   0.1467487369E+000+/-     0.018591%
 50     0.8684972711E-001+/-     0.024119%    +i   0.1476765681E+000+/-     0.018315%
 51     0.7518788244E-001+/-     0.027795%    +i   0.1632772405E+000+/-     0.017595%
 52     0.6844823184E-001+/-     0.029956%    +i   0.1615896368E+000+/-     0.017333%
 53     0.5865075813E-001+/-     0.034959%    +i   0.1615262411E+000+/-     0.017263%
 54     0.4824401272E-001+/-     0.042730%    +i   0.1639372069E+000+/-     0.017058%
 55     0.3504255724E-001+/-     0.057452%    +i   0.1663053645E+000+/-     0.016789%
 56     0.2300391229E-001+/-     0.088072%    +i   0.1716230594E+000+/-     0.016358%
 57     0.1425416979E-001+/-     0.149180%    +i   0.1751331895E+000+/-     0.016098%
 58     0.3261018711E-002+/-     0.681811%    +i   0.1817661887E+000+/-     0.015577%
 59    -0.8221398035E-002+/-     0.273828%    +i   0.1760633984E+000+/-     0.015701%
 60    -0.1884620247E-001+/-     0.122052%    +i   0.1761776632E+000+/-     0.015424%
 61    -0.3493359948E-001+/-     0.067681%    +i   0.1785450989E+000+/-     0.015148%
 62    -0.4076252211E-001+/-     0.060670%    +i   0.1754699929E+000+/-     0.015043%
 63    -0.5059842592E-001+/-     0.050296%    +i   0.1748176006E+000+/-     0.014771%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   8000000000.00000        190147774.000000     
 (25600.0000000000,0.000000000000000E+000)
 (157464561.000000,2.745279432834250E-002)
 (30913.5146567995,-5.389545142410286E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.7677203665E-001+/-     0.037692%    +i  -0.8841589299E-001+/-     0.028800%
  1    -0.5730108126E-001+/-     0.048604%    +i  -0.1763962564E+000+/-     0.014714%
  2    -0.4961079772E-001+/-     0.055873%    +i  -0.1786928460E+000+/-     0.014951%
  3    -0.4047802098E-001+/-     0.064996%    +i  -0.1820519470E+000+/-     0.015062%
  4    -0.2400295533E-001+/-     0.104841%    +i  -0.1789083948E+000+/-     0.015391%
  5    -0.1202797661E-001+/-     0.205777%    +i  -0.1791765101E+000+/-     0.015671%
  6     0.1823853153E-003+/-    13.271145%    +i  -0.1848084828E+000+/-     0.015572%
  7     0.1190655232E-001+/-     0.195311%    +i  -0.1781213518E+000+/-     0.016117%
  8     0.2086333196E-001+/-     0.105480%    +i  -0.1744210012E+000+/-     0.016403%
  9     0.3096924747E-001+/-     0.070946%    +i  -0.1713883450E+000+/-     0.016845%
 10     0.4451811293E-001+/-     0.048866%    +i  -0.1670485218E+000+/-     0.017175%
 11     0.5369902018E-001+/-     0.041310%    +i  -0.1708825275E+000+/-     0.017293%
 12     0.6690327662E-001+/-     0.032471%    +i  -0.1641763895E+000+/-     0.017510%
 13     0.7490244742E-001+/-     0.030056%    +i  -0.1676596744E+000+/-     0.017777%
 14     0.8467824766E-001+/-     0.025770%    +i  -0.1526886614E+000+/-     0.018514%
 15     0.9885349500E-001+/-     0.023229%    +i  -0.1513051446E+000+/-     0.018854%
 16     0.1038112561E+000+/-     0.021822%    +i  -0.1461722153E+000+/-     0.019322%
 17     0.1126144099E+000+/-     0.020842%    +i  -0.1362141816E+000+/-     0.020310%
 18     0.1226667432E+000+/-     0.019692%    +i  -0.1339651588E+000+/-     0.020808%
 19     0.1254712788E+000+/-     0.018823%    +i  -0.1240409536E+000+/-     0.021452%
 20     0.1387691814E+000+/-     0.017949%    +i  -0.1165924261E+000+/-     0.022305%
 21     0.1412325351E+000+/-     0.017640%    +i  -0.1074375558E+000+/-     0.023544%
 22     0.1444742039E+000+/-     0.017497%    +i  -0.9769156422E-001+/-     0.025516%
 23     0.1529616404E+000+/-     0.017165%    +i  -0.8653227887E-001+/-     0.027980%
 24     0.1553346454E+000+/-     0.017001%    +i  -0.7966853698E-001+/-     0.029747%
 25     0.1715859559E+000+/-     0.016306%    +i  -0.6980169418E-001+/-     0.033256%
 26     0.1811690230E+000+/-     0.015921%    +i  -0.6070249597E-001+/-     0.038024%
 27     0.1687332401E+000+/-     0.016453%    +i  -0.5038488009E-001+/-     0.043064%
 28     0.1833648674E+000+/-     0.015919%    +i  -0.3859571837E-001+/-     0.056226%
 29     0.1800095059E+000+/-     0.015988%    +i  -0.3491234173E-001+/-     0.060805%
