 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
 62    -0.8547921861E-001+/-     0.034194%    +i   0.1560529904E+000+/-     0.012633%
 63    -0.9397405041E-001+/-     0.032849%    +i   0.1572159860E+000+/-     0.012207%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   13500000000.0000        350566618.000000     
 (25600.0000000000,0.000000000000000E+000)
 (300973943.000000,2.082344403965443E-002)
 (29818.2139335564,-2.063028789199386E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9317242273E-001+/-     0.030640%    +i  -0.7180964968E-001+/-     0.024667%
  1    -0.9569259184E-001+/-     0.032063%    +i  -0.1558824392E+000+/-     0.012041%
  2    -0.8670802664E-001+/-     0.033403%    +i  -0.1543723974E+000+/-     0.012480%
  3    -0.7166931930E-001+/-     0.038842%    +i  -0.1612544058E+000+/-     0.012540%
  4    -0.6194886006E-001+/-     0.045257%    +i  -0.1677330021E+000+/-     0.012711%
  5    -0.4717773905E-001+/-     0.057909%    +i  -0.1688321269E+000+/-     0.013066%
  6    -0.3361519238E-001+/-     0.078087%    +i  -0.1646220916E+000+/-     0.013654%
  7    -0.2613866462E-001+/-     0.097015%    +i  -0.1739583696E+000+/-     0.013599%
  8    -0.1353727901E-001+/-     0.179479%    +i  -0.1693777780E+000+/-     0.014167%
  9     0.3869587358E-002+/-     0.620191%    +i  -0.1686987124E+000+/-     0.014421%
 10     0.9550906478E-002+/-     0.241147%    +i  -0.1692817191E+000+/-     0.014801%
 11     0.2532560292E-001+/-     0.091053%    +i  -0.1699602088E+000+/-     0.015096%
 12     0.3752226549E-001+/-     0.058789%    +i  -0.1664884908E+000+/-     0.015523%
 13     0.5116519912E-001+/-     0.043777%    +i  -0.1660612613E+000+/-     0.015918%
 14     0.6480828571E-001+/-     0.033489%    +i  -0.1549442741E+000+/-     0.016648%
 15     0.7478586796E-001+/-     0.028856%    +i  -0.1573059939E+000+/-     0.016950%
 16     0.8882051360E-001+/-     0.024796%    +i  -0.1529952182E+000+/-     0.017670%
 17     0.9363907560E-001+/-     0.022448%    +i  -0.1451288426E+000+/-     0.018408%
 18     0.1010222919E+000+/-     0.020868%    +i  -0.1325079081E+000+/-     0.019855%
 19     0.1155193886E+000+/-     0.018524%    +i  -0.1344196369E+000+/-     0.019987%
 20     0.1186581961E+000+/-     0.017878%    +i  -0.1235915647E+000+/-     0.021708%
 21     0.1283066486E+000+/-     0.016537%    +i  -0.1198892863E+000+/-     0.022332%
 22     0.1405546615E+000+/-     0.015687%    +i  -0.1045751197E+000+/-     0.025033%
 23     0.1488365568E+000+/-     0.014971%    +i  -0.9633299663E-001+/-     0.026897%
 24     0.1525905080E+000+/-     0.014645%    +i  -0.8622051115E-001+/-     0.029716%
 25     0.1586997102E+000+/-     0.014251%    +i  -0.7813471788E-001+/-     0.032907%
 26     0.1657569884E+000+/-     0.013949%    +i  -0.6216580084E-001+/-     0.040660%
 27     0.1691858064E+000+/-     0.013676%    +i  -0.5965732342E-001+/-     0.042969%
 28     0.1702240117E+000+/-     0.013583%    +i  -0.4602318767E-001+/-     0.053717%
 29     0.1782666005E+000+/-     0.013293%    +i  -0.3387881249E-001+/-     0.073905%
 30     0.1809449031E+000+/-     0.013193%    +i  -0.2107024401E-001+/-     0.116918%
 31     0.1796736212E+000+/-     0.013216%    +i  -0.1834905120E-001+/-     0.133405%
 32     0.1776809696E+000+/-     0.013274%    +i  -0.1229318954E-010+/-     0.000000%
 33     0.1796736212E+000+/-     0.013216%    +i   0.1834905118E-001+/-     0.133405%
 34     0.1809449031E+000+/-     0.013193%    +i   0.2107024398E-001+/-     0.116918%
 35     0.1782666005E+000+/-     0.013293%    +i   0.3387881246E-001+/-     0.073905%
 36     0.1702240117E+000+/-     0.013583%    +i   0.4602318765E-001+/-     0.053717%
 37     0.1691858064E+000+/-     0.013676%    +i   0.5965732339E-001+/-     0.042969%
 38     0.1657569884E+000+/-     0.013949%    +i   0.6216580082E-001+/-     0.040660%
 39     0.1586997102E+000+/-     0.014251%    +i   0.7813471786E-001+/-     0.032907%
 40     0.1525905080E+000+/-     0.014645%    +i   0.8622051113E-001+/-     0.029716%
 41     0.1488365568E+000+/-     0.014971%    +i   0.9633299661E-001+/-     0.026897%
 42     0.1405546615E+000+/-     0.015687%    +i   0.1045751197E+000+/-     0.025033%
 43     0.1283066486E+000+/-     0.016537%    +i   0.1198892863E+000+/-     0.022332%
 44     0.1186581961E+000+/-     0.017878%    +i   0.1235915647E+000+/-     0.021708%
 45     0.1155193886E+000+/-     0.018524%    +i   0.1344196369E+000+/-     0.019987%
 46     0.1010222919E+000+/-     0.020868%    +i   0.1325079081E+000+/-     0.019855%
 47     0.9363907562E-001+/-     0.022448%    +i   0.1451288426E+000+/-     0.018408%
 48     0.8882051363E-001+/-     0.024796%    +i   0.1529952182E+000+/-     0.017670%
 49     0.7478586798E-001+/-     0.028856%    +i   0.1573059939E+000+/-     0.016950%
 50     0.6480828574E-001+/-     0.033489%    +i   0.1549442741E+000+/-     0.016648%
 51     0.5116519915E-001+/-     0.043777%    +i   0.1660612613E+000+/-     0.015918%
 52     0.3752226552E-001+/-     0.058789%    +i   0.1664884908E+000+/-     0.015523%
 53     0.2532560294E-001+/-     0.091053%    +i   0.1699602088E+000+/-     0.015096%
 54     0.9550906502E-002+/-     0.241147%    +i   0.1692817191E+000+/-     0.014801%
 55     0.3869587381E-002+/-     0.620191%    +i   0.1686987124E+000+/-     0.014421%
 56    -0.1353727898E-001+/-     0.179479%    +i   0.1693777780E+000+/-     0.014167%
 57    -0.2613866460E-001+/-     0.097015%    +i   0.1739583696E+000+/-     0.013599%
 58    -0.3361519236E-001+/-     0.078087%    +i   0.1646220916E+000+/-     0.013654%
 59    -0.4717773902E-001+/-     0.057909%    +i   0.1688321269E+000+/-     0.013066%
 60    -0.6194886004E-001+/-     0.045257%    +i   0.1677330021E+000+/-     0.012711%
 61    -0.7166931928E-001+/-     0.038842%    +i   0.1612544058E+000+/-     0.012540%
 62    -0.8670802661E-001+/-     0.033403%    +i   0.1543723975E+000+/-     0.012480%
 63    -0.9569259182E-001+/-     0.032063%    +i   0.1558824393E+000+/-     0.012041%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   14000000000.0000        365492047.000000     
 (25600.0000000000,0.000000000000000E+000)
 (314419828.000000,1.640713134592175E-002)
 (29758.2899358370,-1.552854267216567E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9444738254E-001+/-     0.030076%    +i  -0.7127484877E-001+/-     0.024361%
  1    -0.9669808875E-001+/-     0.031396%    +i  -0.1541226708E+000+/-     0.011897%
  2    -0.8861910930E-001+/-     0.032611%    +i  -0.1539682672E+000+/-     0.012297%
  3    -0.7443541238E-001+/-     0.037344%    +i  -0.1609857344E+000+/-     0.012365%
  4    -0.6308092534E-001+/-     0.043961%    +i  -0.1661954528E+000+/-     0.012567%
  5    -0.4850184894E-001+/-     0.056017%    +i  -0.1683421962E+000+/-     0.012892%
  6    -0.3488028104E-001+/-     0.074551%    +i  -0.1637682635E+000+/-     0.013486%
  7    -0.2797143047E-001+/-     0.090112%    +i  -0.1737490898E+000+/-     0.013424%
  8    -0.1484572877E-001+/-     0.161689%    +i  -0.1681459583E+000+/-     0.014013%
  9     0.2451159505E-002+/-     0.967734%    +i  -0.1677563072E+000+/-     0.014264%
 10     0.8218067496E-002+/-     0.278459%    +i  -0.1693516260E+000+/-     0.014614%
 11     0.2325451018E-001+/-     0.098304%    +i  -0.1707736078E+000+/-     0.014892%
 12     0.3617943859E-001+/-     0.060290%    +i  -0.1658492080E+000+/-     0.015356%
 13     0.4942281411E-001+/-     0.044728%    +i  -0.1661228378E+000+/-     0.015727%
 14     0.6276231811E-001+/-     0.034072%    +i  -0.1553966673E+000+/-     0.016448%
 15     0.7502069098E-001+/-     0.028665%    +i  -0.1563081572E+000+/-     0.016803%
 16     0.8715640638E-001+/-     0.024897%    +i  -0.1537306588E+000+/-     0.017437%
 17     0.9270386122E-001+/-     0.022411%    +i  -0.1448768036E+000+/-     0.018222%
 18     0.9946338875E-001+/-     0.020846%    +i  -0.1345514297E+000+/-     0.019512%
 19     0.1142805742E+000+/-     0.018438%    +i  -0.1348115366E+000+/-     0.019752%
 20     0.1190256683E+000+/-     0.017713%    +i  -0.1228785798E+000+/-     0.021573%
 21     0.1278299615E+000+/-     0.016391%    +i  -0.1209111053E+000+/-     0.022033%
 22     0.1403813782E+000+/-     0.015524%    +i  -0.1048179995E+000+/-     0.024801%
 23     0.1485772586E+000+/-     0.014793%    +i  -0.9781288186E-001+/-     0.026456%
 24     0.1527341238E+000+/-     0.014479%    +i  -0.8547008510E-001+/-     0.029714%
 25     0.1580603788E+000+/-     0.014076%    +i  -0.7883193230E-001+/-     0.032411%
 26     0.1647381363E+000+/-     0.013789%    +i  -0.6203511739E-001+/-     0.040325%
 27     0.1696774618E+000+/-     0.013470%    +i  -0.6054055449E-001+/-     0.042256%
 28     0.1696422022E+000+/-     0.013396%    +i  -0.4753027230E-001+/-     0.051809%
 29     0.1776884518E+000+/-     0.013127%    +i  -0.3284947595E-001+/-     0.075493%
 30     0.1797740832E+000+/-     0.013027%    +i  -0.2248158043E-001+/-     0.108693%
 31     0.1792869339E+000+/-     0.013037%    +i  -0.1844181399E-001+/-     0.131917%
 32     0.1767772770E+000+/-     0.013109%    +i  -0.9224634532E-011+/-     0.000000%
 33     0.1792869339E+000+/-     0.013037%    +i   0.1844181397E-001+/-     0.131917%
 34     0.1797740832E+000+/-     0.013027%    +i   0.2248158041E-001+/-     0.108693%
 35     0.1776884518E+000+/-     0.013127%    +i   0.3284947593E-001+/-     0.075493%
 36     0.1696422022E+000+/-     0.013396%    +i   0.4753027228E-001+/-     0.051809%
 37     0.1696774618E+000+/-     0.013470%    +i   0.6054055448E-001+/-     0.042256%
 38     0.1647381363E+000+/-     0.013789%    +i   0.6203511737E-001+/-     0.040325%
 39     0.1580603789E+000+/-     0.014076%    +i   0.7883193228E-001+/-     0.032411%
 40     0.1527341238E+000+/-     0.014479%    +i   0.8547008508E-001+/-     0.029714%
 41     0.1485772586E+000+/-     0.014793%    +i   0.9781288185E-001+/-     0.026456%
 42     0.1403813782E+000+/-     0.015524%    +i   0.1048179995E+000+/-     0.024801%
 43     0.1278299615E+000+/-     0.016391%    +i   0.1209111052E+000+/-     0.022033%
 44     0.1190256683E+000+/-     0.017713%    +i   0.1228785798E+000+/-     0.021573%
 45     0.1142805742E+000+/-     0.018438%    +i   0.1348115366E+000+/-     0.019752%
 46     0.9946338877E-001+/-     0.020846%    +i   0.1345514297E+000+/-     0.019512%
 47     0.9270386124E-001+/-     0.022411%    +i   0.1448768036E+000+/-     0.018222%
 48     0.8715640640E-001+/-     0.024897%    +i   0.1537306587E+000+/-     0.017437%
 49     0.7502069100E-001+/-     0.028665%    +i   0.1563081572E+000+/-     0.016803%
 50     0.6276231812E-001+/-     0.034072%    +i   0.1553966673E+000+/-     0.016448%
 51     0.4942281413E-001+/-     0.044728%    +i   0.1661228378E+000+/-     0.015727%
 52     0.3617943861E-001+/-     0.060290%    +i   0.1658492080E+000+/-     0.015356%
 53     0.2325451020E-001+/-     0.098304%    +i   0.1707736078E+000+/-     0.014892%
 54     0.8218067513E-002+/-     0.278459%    +i   0.1693516260E+000+/-     0.014614%
 55     0.2451159523E-002+/-     0.967734%    +i   0.1677563072E+000+/-     0.014264%
 56    -0.1484572875E-001+/-     0.161689%    +i   0.1681459583E+000+/-     0.014013%
 57    -0.2797143045E-001+/-     0.090112%    +i   0.1737490898E+000+/-     0.013424%
 58    -0.3488028103E-001+/-     0.074551%    +i   0.1637682635E+000+/-     0.013486%
 59    -0.4850184893E-001+/-     0.056017%    +i   0.1683421962E+000+/-     0.012892%
 60    -0.6308092532E-001+/-     0.043961%    +i   0.1661954528E+000+/-     0.012567%
 61    -0.7443541237E-001+/-     0.037344%    +i   0.1609857344E+000+/-     0.012365%
 62    -0.8861910929E-001+/-     0.032611%    +i   0.1539682672E+000+/-     0.012297%
 63    -0.9669808873E-001+/-     0.031396%    +i   0.1541226708E+000+/-     0.011897%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   14500000000.0000        380407477.000000     
 (25600.0000000000,0.000000000000000E+000)
 (327865937.000000,1.072838117216536E-002)
 (29702.4799230668,-9.719201978986002E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9397257164E-001+/-     0.029707%    +i  -0.6999172421E-001+/-     0.024160%
  1    -0.9856771759E-001+/-     0.030361%    +i  -0.1519833639E+000+/-     0.011774%
  2    -0.9083817829E-001+/-     0.031609%    +i  -0.1532003055E+000+/-     0.012135%
  3    -0.7492577345E-001+/-     0.036754%    +i  -0.1594699596E+000+/-     0.012225%
  4    -0.6324969619E-001+/-     0.043413%    +i  -0.1647578977E+000+/-     0.012422%
  5    -0.5162986569E-001+/-     0.052343%    +i  -0.1687027311E+000+/-     0.012711%
  6    -0.3711701803E-001+/-     0.069689%    +i  -0.1641446561E+000+/-     0.013294%
  7    -0.3103804346E-001+/-     0.080908%    +i  -0.1748065053E+000+/-     0.013228%
  8    -0.1570611442E-001+/-     0.152229%    +i  -0.1681007216E+000+/-     0.013828%
  9     0.2350442679E-002+/-     0.999272%    +i  -0.1662485030E+000+/-     0.014119%
 10     0.6916693831E-002+/-     0.327841%    +i  -0.1691339085E+000+/-     0.014438%
 11     0.2239019182E-001+/-     0.100646%    +i  -0.1692218055E+000+/-     0.014748%
 12     0.3537307723E-001+/-     0.061136%    +i  -0.1652731654E+000+/-     0.015188%
 13     0.4839566967E-001+/-     0.045045%    +i  -0.1649409535E+000+/-     0.015572%
 14     0.6163229367E-001+/-     0.034345%    +i  -0.1555446467E+000+/-     0.016259%
 15     0.7454724709E-001+/-     0.028557%    +i  -0.1551170828E+000+/-     0.016658%
 16     0.8534500480E-001+/-     0.024958%    +i  -0.1532920601E+000+/-     0.017244%
 17     0.9222466648E-001+/-     0.022385%    +i  -0.1466784466E+000+/-     0.017954%
 18     0.9845985948E-001+/-     0.020793%    +i  -0.1368036801E+000+/-     0.019168%
 19     0.1128971375E+000+/-     0.018355%    +i  -0.1355396639E+000+/-     0.019488%
 20     0.1174801378E+000+/-     0.017594%    +i  -0.1242992583E+000+/-     0.021190%
 21     0.1269411613E+000+/-     0.016262%    +i  -0.1205804556E+000+/-     0.021824%
 22     0.1399184639E+000+/-     0.015363%    +i  -0.1054246071E+000+/-     0.024490%
 23     0.1468851103E+000+/-     0.014652%    +i  -0.9849364725E-001+/-     0.026023%
 24     0.1530305905E+000+/-     0.014294%    +i  -0.8589983058E-001+/-     0.029433%
 25     0.1575161253E+000+/-     0.013896%    +i  -0.7999791215E-001+/-     0.031774%
 26     0.1639062619E+000+/-     0.013648%    +i  -0.6035246341E-001+/-     0.040824%
 27     0.1687716830E+000+/-     0.013303%    +i  -0.6108786821E-001+/-     0.041486%
 28     0.1695032371E+000+/-     0.013218%    +i  -0.4760020363E-001+/-     0.051409%
 29     0.1772327324E+000+/-     0.012949%    +i  -0.3391314580E-001+/-     0.072673%
 30     0.1789148994E+000+/-     0.012866%    +i  -0.2248089721E-001+/-     0.107701%
 31     0.1798586644E+000+/-     0.012844%    +i  -0.1726654072E-001+/-     0.140427%
 32     0.1757908421E+000+/-     0.012952%    +i  -0.5752202191E-011+/-     0.000000%
 33     0.1798586644E+000+/-     0.012844%    +i   0.1726654071E-001+/-     0.140427%
 34     0.1789148994E+000+/-     0.012866%    +i   0.2248089719E-001+/-     0.107701%
 35     0.1772327324E+000+/-     0.012949%    +i   0.3391314579E-001+/-     0.072673%
 36     0.1695032371E+000+/-     0.013218%    +i   0.4760020362E-001+/-     0.051409%
 37     0.1687716830E+000+/-     0.013303%    +i   0.6108786820E-001+/-     0.041486%
 38     0.1639062619E+000+/-     0.013648%    +i   0.6035246340E-001+/-     0.040824%
 39     0.1575161253E+000+/-     0.013896%    +i   0.7999791214E-001+/-     0.031774%
 40     0.1530305905E+000+/-     0.014294%    +i   0.8589983057E-001+/-     0.029433%
 41     0.1468851103E+000+/-     0.014652%    +i   0.9849364724E-001+/-     0.026023%
 42     0.1399184639E+000+/-     0.015363%    +i   0.1054246071E+000+/-     0.024490%
 43     0.1269411613E+000+/-     0.016262%    +i   0.1205804556E+000+/-     0.021824%
 44     0.1174801378E+000+/-     0.017594%    +i   0.1242992583E+000+/-     0.021190%
 45     0.1128971375E+000+/-     0.018355%    +i   0.1355396639E+000+/-     0.019488%
 46     0.9845985949E-001+/-     0.020793%    +i   0.1368036801E+000+/-     0.019168%
 47     0.9222466649E-001+/-     0.022385%    +i   0.1466784466E+000+/-     0.017954%
 48     0.8534500481E-001+/-     0.024958%    +i   0.1532920601E+000+/-     0.017244%
 49     0.7454724710E-001+/-     0.028557%    +i   0.1551170828E+000+/-     0.016658%
 50     0.6163229368E-001+/-     0.034345%    +i   0.1555446467E+000+/-     0.016259%
 51     0.4839566968E-001+/-     0.045045%    +i   0.1649409535E+000+/-     0.015572%
 52     0.3537307724E-001+/-     0.061136%    +i   0.1652731654E+000+/-     0.015188%
 53     0.2239019184E-001+/-     0.100646%    +i   0.1692218055E+000+/-     0.014748%
 54     0.6916693843E-002+/-     0.327841%    +i   0.1691339085E+000+/-     0.014438%
 55     0.2350442690E-002+/-     0.999272%    +i   0.1662485030E+000+/-     0.014119%
 56    -0.1570611440E-001+/-     0.152229%    +i   0.1681007216E+000+/-     0.013828%
 57    -0.3103804345E-001+/-     0.080908%    +i   0.1748065053E+000+/-     0.013228%
 58    -0.3711701802E-001+/-     0.069689%    +i   0.1641446561E+000+/-     0.013294%
 59    -0.5162986568E-001+/-     0.052343%    +i   0.1687027311E+000+/-     0.012711%
 60    -0.6324969618E-001+/-     0.043413%    +i   0.1647578977E+000+/-     0.012422%
 61    -0.7492577344E-001+/-     0.036754%    +i   0.1594699596E+000+/-     0.012225%
 62    -0.9083817828E-001+/-     0.031609%    +i   0.1532003055E+000+/-     0.012135%
 63    -0.9856771758E-001+/-     0.030361%    +i   0.1519833639E+000+/-     0.011774%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   15000000000.0000        395323810.000000     
 (25600.0000000000,0.000000000000000E+000)
 (341314223.000000,3.783004454056821E-003)
 (29650.9458265383,-3.286404508516241E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9469305872E-001+/-     0.029222%    +i  -0.6936812581E-001+/-     0.023893%
  1    -0.9779541846E-001+/-     0.030218%    +i  -0.1501898073E+000+/-     0.011646%
  2    -0.9297045593E-001+/-     0.030714%    +i  -0.1527530298E+000+/-     0.011970%
  3    -0.7644797540E-001+/-     0.035705%    +i  -0.1583747843E+000+/-     0.012083%
  4    -0.6386191107E-001+/-     0.042741%    +i  -0.1641878522E+000+/-     0.012261%
  5    -0.5226936756E-001+/-     0.051350%    +i  -0.1681729662E+000+/-     0.012546%
  6    -0.3863883539E-001+/-     0.066223%    +i  -0.1635051065E+000+/-     0.013134%
  7    -0.3319521293E-001+/-     0.075031%    +i  -0.1748455375E+000+/-     0.013058%
  8    -0.1777563733E-001+/-     0.134018%    +i  -0.1691215826E+000+/-     0.013626%
  9    -0.4354405950E-004+/-    53.680908%    +i  -0.1676577096E+000+/-     0.013914%
 10     0.6200020620E-002+/-     0.363798%    +i  -0.1692449397E+000+/-     0.014253%
 11     0.2120264885E-001+/-     0.105344%    +i  -0.1693510248E+000+/-     0.014564%
 12     0.3360949371E-001+/-     0.063948%    +i  -0.1668455290E+000+/-     0.014966%
 13     0.4690783233E-001+/-     0.045853%    +i  -0.1648794685E+000+/-     0.015389%
 14     0.6075578817E-001+/-     0.034662%    +i  -0.1570255482E+000+/-     0.016031%
 15     0.7399414639E-001+/-     0.028453%    +i  -0.1540301683E+000+/-     0.016510%
 16     0.8428756361E-001+/-     0.024962%    +i  -0.1536878151E+000+/-     0.017030%
 17     0.9134641098E-001+/-     0.022360%    +i  -0.1479120728E+000+/-     0.017700%
 18     0.9768224419E-001+/-     0.020702%    +i  -0.1379335576E+000+/-     0.018886%
 19     0.1122646250E+000+/-     0.018237%    +i  -0.1354552757E+000+/-     0.019290%
 20     0.1158090176E+000+/-     0.017486%    +i  -0.1245096752E+000+/-     0.020897%
 21     0.1260435024E+000+/-     0.016117%    +i  -0.1221632545E+000+/-     0.021443%
 22     0.1376482228E+000+/-     0.015249%    +i  -0.1054142031E+000+/-     0.024143%
 23     0.1459418514E+000+/-     0.014524%    +i  -0.9725767289E-001+/-     0.025949%
 24     0.1523453076E+000+/-     0.014128%    +i  -0.8667795492E-001+/-     0.028966%
 25     0.1582759666E+000+/-     0.013699%    +i  -0.8071880926E-001+/-     0.031399%
 26     0.1640012689E+000+/-     0.013469%    +i  -0.6042105535E-001+/-     0.040514%
 27     0.1693386319E+000+/-     0.013093%    +i  -0.6318720286E-001+/-     0.040093%
 28     0.1697198282E+000+/-     0.013038%    +i  -0.4746053734E-001+/-     0.051255%
 29     0.1770864475E+000+/-     0.012773%    +i  -0.3434245132E-001+/-     0.071291%
 30     0.1787769381E+000+/-     0.012694%    +i  -0.2232434525E-001+/-     0.107732%
 31     0.1803379577E+000+/-     0.012656%    +i  -0.1708016850E-001+/-     0.141376%
 32     0.1765349319E+000+/-     0.012757%    +i  -0.1956649881E-011+/-     0.000000%
 33     0.1803379577E+000+/-     0.012656%    +i   0.1708016850E-001+/-     0.141376%
 34     0.1787769381E+000+/-     0.012694%    +i   0.2232434525E-001+/-     0.107732%
 35     0.1770864475E+000+/-     0.012773%    +i   0.3434245131E-001+/-     0.071291%
 36     0.1697198282E+000+/-     0.013038%    +i   0.4746053734E-001+/-     0.051255%
 37     0.1693386319E+000+/-     0.013093%    +i   0.6318720286E-001+/-     0.040093%
 38     0.1640012689E+000+/-     0.013469%    +i   0.6042105535E-001+/-     0.040514%
 39     0.1582759666E+000+/-     0.013699%    +i   0.8071880926E-001+/-     0.031399%
 40     0.1523453076E+000+/-     0.014128%    +i   0.8667795491E-001+/-     0.028966%
 41     0.1459418514E+000+/-     0.014524%    +i   0.9725767289E-001+/-     0.025949%
 42     0.1376482228E+000+/-     0.015249%    +i   0.1054142031E+000+/-     0.024143%
 43     0.1260435024E+000+/-     0.016117%    +i   0.1221632545E+000+/-     0.021443%
 44     0.1158090176E+000+/-     0.017486%    +i   0.1245096752E+000+/-     0.020897%
 45     0.1122646250E+000+/-     0.018237%    +i   0.1354552757E+000+/-     0.019290%
 46     0.9768224419E-001+/-     0.020702%    +i   0.1379335576E+000+/-     0.018886%
 47     0.9134641099E-001+/-     0.022360%    +i   0.1479120728E+000+/-     0.017700%
 48     0.8428756361E-001+/-     0.024962%    +i   0.1536878151E+000+/-     0.017030%
 49     0.7399414639E-001+/-     0.028453%    +i   0.1540301683E+000+/-     0.016510%
 50     0.6075578818E-001+/-     0.034662%    +i   0.1570255482E+000+/-     0.016031%
 51     0.4690783233E-001+/-     0.045853%    +i   0.1648794685E+000+/-     0.015389%
 52     0.3360949371E-001+/-     0.063948%    +i   0.1668455290E+000+/-     0.014966%
 53     0.2120264885E-001+/-     0.105344%    +i   0.1693510248E+000+/-     0.014564%
 54     0.6200020624E-002+/-     0.363798%    +i   0.1692449397E+000+/-     0.014253%
 55    -0.4354405579E-004+/-    53.680908%    +i   0.1676577096E+000+/-     0.013914%
 56    -0.1777563732E-001+/-     0.134018%    +i   0.1691215826E+000+/-     0.013626%
 57    -0.3319521292E-001+/-     0.075031%    +i   0.1748455375E+000+/-     0.013058%
 58    -0.3863883539E-001+/-     0.066223%    +i   0.1635051065E+000+/-     0.013134%
 59    -0.5226936756E-001+/-     0.051350%    +i   0.1681729662E+000+/-     0.012546%
 60    -0.6386191106E-001+/-     0.042741%    +i   0.1641878522E+000+/-     0.012261%
 61    -0.7644797539E-001+/-     0.035705%    +i   0.1583747843E+000+/-     0.012083%
 62    -0.9297045593E-001+/-     0.030714%    +i   0.1527530298E+000+/-     0.011970%
 63    -0.9779541846E-001+/-     0.030218%    +i   0.1501898073E+000+/-     0.011646%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   14500000000.0000        380180727.000000     
 (25600.0000000000,0.000000000000000E+000)
 (327576413.000000,1.681906099389678E-002)
 (29711.0116142581,-1.525480152719610E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9404488181E-001+/-     0.029684%    +i  -0.7009533678E-001+/-     0.024152%
  1    -0.9730512898E-001+/-     0.030842%    +i  -0.1525646288E+000+/-     0.011755%
  2    -0.9137657649E-001+/-     0.031599%    +i  -0.1543303524E+000+/-     0.012098%
  3    -0.7653245409E-001+/-     0.036122%    +i  -0.1605262289E+000+/-     0.012197%
  4    -0.6502592417E-001+/-     0.042517%    +i  -0.1665135786E+000+/-     0.012376%
  5    -0.5032727521E-001+/-     0.053702%    +i  -0.1685519416E+000+/-     0.012703%
  6    -0.3822313452E-001+/-     0.068094%    +i  -0.1659306807E+000+/-     0.013241%
  7    -0.2911720872E-001+/-     0.085771%    +i  -0.1731608267E+000+/-     0.013255%
  8    -0.1631808980E-001+/-     0.146259%    +i  -0.1685329871E+000+/-     0.013814%
  9     0.9974570063E-003+/-     2.357516%    +i  -0.1678592280E+000+/-     0.014077%
 10     0.7547014817E-002+/-     0.299877%    +i  -0.1684761712E+000+/-     0.014445%
 11     0.2264581761E-001+/-     0.100321%    +i  -0.1710271146E+000+/-     0.014690%
 12     0.3481820216E-001+/-     0.062037%    +i  -0.1662168592E+000+/-     0.015153%
 13     0.4831350764E-001+/-     0.045188%    +i  -0.1659256597E+000+/-     0.015534%
 14     0.6173381750E-001+/-     0.034337%    +i  -0.1563429552E+000+/-     0.016220%
 15     0.7360578335E-001+/-     0.028845%    +i  -0.1573266243E+000+/-     0.016563%
 16     0.8694045674E-001+/-     0.024763%    +i  -0.1540338809E+000+/-     0.017218%
 17     0.9201722570E-001+/-     0.022366%    +i  -0.1466573732E+000+/-     0.017929%
 18     0.9914259483E-001+/-     0.020691%    +i  -0.1345597337E+000+/-     0.019283%
 19     0.1132257457E+000+/-     0.018323%    +i  -0.1350614912E+000+/-     0.019503%
 20     0.1172538744E+000+/-     0.017593%    +i  -0.1230531046E+000+/-     0.021257%
 21     0.1284129130E+000+/-     0.016201%    +i  -0.1221744413E+000+/-     0.021715%
 22     0.1406034768E+000+/-     0.015314%    +i  -0.1076591595E+000+/-     0.024199%
 23     0.1477209114E+000+/-     0.014638%    +i  -0.9781706059E-001+/-     0.026156%
 24     0.1517110229E+000+/-     0.014292%    +i  -0.8772434498E-001+/-     0.028848%
 25     0.1586385219E+000+/-     0.013879%    +i  -0.7909631462E-001+/-     0.032102%
 26     0.1640172196E+000+/-     0.013624%    +i  -0.6183513553E-001+/-     0.039984%
 27     0.1688788386E+000+/-     0.013310%    +i  -0.6004678635E-001+/-     0.042044%
 28     0.1706491610E+000+/-     0.013182%    +i  -0.4830122275E-001+/-     0.050883%
 29     0.1787534823E+000+/-     0.012910%    +i  -0.3415788694E-001+/-     0.072504%
 30     0.1789871866E+000+/-     0.012862%    +i  -0.2271214633E-001+/-     0.106480%
 31     0.1784334246E+000+/-     0.012872%    +i  -0.1934504255E-001+/-     0.124436%
 32     0.1755381117E+000+/-     0.012958%    +i  -0.9012816828E-011+/-     0.000000%
 33     0.1784334246E+000+/-     0.012872%    +i   0.1934504253E-001+/-     0.124436%
 34     0.1789871866E+000+/-     0.012862%    +i   0.2271214631E-001+/-     0.106480%
 35     0.1787534823E+000+/-     0.012910%    +i   0.3415788693E-001+/-     0.072504%
