  0.800000000000000                1           8           8           8
   102500000000.000      (2412534679.00000,9.762941496711168E-002)
 (25600.0000000000,0.000000000000000E+000)
   2769618157.00000        1.00000000000000     
  0   0.1038817157E+000    +i  -0.6401588526E-001
  1  -0.1122691842E+000    +i  -0.1352568667E+000
  2  -0.1089604428E+000    +i  -0.1442740266E+000
  3  -0.9215948559E-001    +i  -0.1487617531E+000
  4  -0.7964597027E-001    +i  -0.1553251573E+000
  5  -0.6672968381E-001    +i  -0.1606118683E+000
  6  -0.5416640674E-001    +i  -0.1620795138E+000
  7  -0.4570277104E-001    +i  -0.1688724522E+000
  8  -0.3019476683E-001    +i  -0.1696583804E+000
  9  -0.1621707020E-001    +i  -0.1708445151E+000
 10  -0.6547629616E-002    +i  -0.1739993066E+000
 11   0.8786828485E-002    +i  -0.1723940173E+000
 12   0.2156653580E-001    +i  -0.1704378334E+000
 13   0.3491919524E-001    +i  -0.1671722537E+000
 14   0.4745283415E-001    +i  -0.1637745680E+000
 15   0.5982726340E-001    +i  -0.1616787873E+000
 16   0.7243808823E-001    +i  -0.1573454076E+000
 17   0.8223194111E-001    +i  -0.1517863023E+000
 18   0.9431805746E-001    +i  -0.1420790156E+000
 19   0.1034480953E+000    +i  -0.1409161867E+000
 20   0.1146940865E+000    +i  -0.1294530752E+000
 21   0.1221481168E+000    +i  -0.1233004399E+000
 22   0.1301547445E+000    +i  -0.1151157385E+000
 23   0.1394299597E+000    +i  -0.1042733639E+000
 24   0.1471615661E+000    +i  -0.9121123754E-001
 25   0.1545312072E+000    +i  -0.8309092397E-001
 26   0.1616524850E+000    +i  -0.7094921890E-001
 27   0.1653145677E+000    +i  -0.6077808357E-001
 28   0.1674600944E+000    +i  -0.4643848761E-001
 29   0.1713542318E+000    +i  -0.3512910749E-001
 30   0.1749833759E+000    +i  -0.2399471526E-001
 31   0.1777048382E+000    +i  -0.1326836619E-001
 32   0.1783937229E+000    +i  -0.7219160391E-011
 33   0.1777048382E+000    +i   0.1326836618E-001
 34   0.1749833759E+000    +i   0.2399471525E-001
 35   0.1713542318E+000    +i   0.3512910747E-001
 36   0.1674600944E+000    +i   0.4643848760E-001
 37   0.1653145677E+000    +i   0.6077808355E-001
 38   0.1616524850E+000    +i   0.7094921888E-001
 39   0.1545312072E+000    +i   0.8309092396E-001
 40   0.1471615661E+000    +i   0.9121123753E-001
 41   0.1394299597E+000    +i   0.1042733639E+000
 42   0.1301547446E+000    +i   0.1151157384E+000
 43   0.1221481168E+000    +i   0.1233004399E+000
 44   0.1146940866E+000    +i   0.1294530752E+000
 45   0.1034480953E+000    +i   0.1409161867E+000
 46   0.9431805747E-001    +i   0.1420790156E+000
 47   0.8223194112E-001    +i   0.1517863023E+000
 48   0.7243808824E-001    +i   0.1573454076E+000
 49   0.5982726341E-001    +i   0.1616787873E+000
 50   0.4745283416E-001    +i   0.1637745680E+000
 51   0.3491919525E-001    +i   0.1671722537E+000
 52   0.2156653582E-001    +i   0.1704378334E+000
 53   0.8786828499E-002    +i   0.1723940173E+000
 54  -0.6547629602E-002    +i   0.1739993066E+000
 55  -0.1621707019E-001    +i   0.1708445151E+000
 56  -0.3019476682E-001    +i   0.1696583805E+000
 57  -0.4570277103E-001    +i   0.1688724522E+000
 58  -0.5416640672E-001    +i   0.1620795138E+000
 59  -0.6672968380E-001    +i   0.1606118683E+000
 60  -0.7964597025E-001    +i   0.1553251573E+000
 61  -0.9215948558E-001    +i   0.1487617531E+000
 62  -0.1089604428E+000    +i   0.1442740266E+000
 63  -0.1122691842E+000    +i   0.1352568668E+000
 
