 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
 44     0.1722660251E+000+/-     0.018382%    +i   0.1378254436E+000+/-     0.019711%
 45     0.1610768389E+000+/-     0.018666%    +i   0.1477162894E+000+/-     0.019476%
 46     0.1501515167E+000+/-     0.019164%    +i   0.1495018222E+000+/-     0.019560%
 47     0.1460035580E+000+/-     0.019165%    +i   0.1620990944E+000+/-     0.019024%
 48     0.1307189967E+000+/-     0.019849%    +i   0.1717987915E+000+/-     0.018904%
 49     0.1221636543E+000+/-     0.020615%    +i   0.1715101766E+000+/-     0.018992%
 50     0.1137672818E+000+/-     0.021285%    +i   0.1827072893E+000+/-     0.018606%
 51     0.1002176972E+000+/-     0.022758%    +i   0.1872441949E+000+/-     0.018559%
 52     0.9034253739E-001+/-     0.024395%    +i   0.1988306512E+000+/-     0.018148%
 53     0.7982562570E-001+/-     0.026785%    +i   0.2063497153E+000+/-     0.017876%
 54     0.6597847115E-001+/-     0.031116%    +i   0.2062687334E+000+/-     0.017922%
 55     0.5203140928E-001+/-     0.039038%    +i   0.2114102366E+000+/-     0.017750%
 56     0.3726553627E-001+/-     0.053647%    +i   0.2143379545E+000+/-     0.017628%
 57     0.3126112650E-001+/-     0.063393%    +i   0.2068388496E+000+/-     0.017810%
 58     0.1676560681E-001+/-     0.124415%    +i   0.2172105332E+000+/-     0.017334%
 59    -0.2007868118E-003+/-    10.687663%    +i   0.2223213543E+000+/-     0.017068%
 60    -0.5387360396E-002+/-     0.419567%    +i   0.2223821936E+000+/-     0.016905%
 61    -0.2367334354E-001+/-     0.097373%    +i   0.2124322770E+000+/-     0.017180%
 62    -0.3543742065E-001+/-     0.069419%    +i   0.2276829494E+000+/-     0.016470%
 63    -0.4535638817E-001+/-     0.055944%    +i   0.2129354851E+000+/-     0.016852%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   6000000000.00000        127797409.000000     
 (25600.0000000000,0.000000000000000E+000)
 (99719655.0000000,2.802280095944409E-002)
 (32808.1126072889,-9.219598778686963E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5596477728E-001+/-     0.037415%    +i  -0.1131496094E+000+/-     0.032017%
  1    -0.6009545992E-001+/-     0.043137%    +i  -0.2224358906E+000+/-     0.015873%
  2    -0.4764456845E-001+/-     0.052420%    +i  -0.2369048256E+000+/-     0.015568%
  3    -0.3422639613E-001+/-     0.068119%    +i  -0.2228461094E+000+/-     0.016199%
  4    -0.1547614640E-001+/-     0.146966%    +i  -0.2339706869E+000+/-     0.015940%
  5    -0.8654667349E-002+/-     0.246920%    +i  -0.2329286449E+000+/-     0.016144%
  6     0.8067823156E-002+/-     0.256661%    +i  -0.2312516370E+000+/-     0.016294%
  7     0.2449271747E-001+/-     0.079813%    +i  -0.2197216835E+000+/-     0.016773%
  8     0.3288470967E-001+/-     0.059528%    +i  -0.2249139238E+000+/-     0.016694%
  9     0.4829172455E-001+/-     0.040922%    +i  -0.2224899566E+000+/-     0.016800%
 10     0.6259493233E-001+/-     0.031581%    +i  -0.2141614569E+000+/-     0.017085%
 11     0.7814795297E-001+/-     0.026527%    +i  -0.2173982855E+000+/-     0.016928%
 12     0.8961221916E-001+/-     0.023824%    +i  -0.2094876485E+000+/-     0.017191%
 13     0.1004914401E+000+/-     0.021994%    +i  -0.1993981311E+000+/-     0.017512%
 14     0.1151864754E+000+/-     0.020427%    +i  -0.1942806799E+000+/-     0.017572%
 15     0.1256631233E+000+/-     0.019562%    +i  -0.1867959760E+000+/-     0.017769%
 16     0.1345016984E+000+/-     0.018850%    +i  -0.1839485887E+000+/-     0.017802%
 17     0.1510894804E+000+/-     0.018124%    +i  -0.1754492367E+000+/-     0.017866%
 18     0.1574222582E+000+/-     0.018090%    +i  -0.1597908562E+000+/-     0.018424%
 19     0.1675970814E+000+/-     0.017664%    +i  -0.1570852616E+000+/-     0.018398%
 20     0.1790921193E+000+/-     0.017389%    +i  -0.1470521814E+000+/-     0.018620%
 21     0.1867727751E+000+/-     0.017247%    +i  -0.1375102258E+000+/-     0.018903%
 22     0.1913797833E+000+/-     0.017329%    +i  -0.1221762683E+000+/-     0.019579%
 23     0.1925740104E+000+/-     0.017493%    +i  -0.1079725587E+000+/-     0.020337%
 24     0.1985211962E+000+/-     0.017479%    +i  -0.9450212620E-001+/-     0.021228%
 25     0.2092310292E+000+/-     0.017204%    +i  -0.8514213760E-001+/-     0.021885%
 26     0.2111009246E+000+/-     0.017305%    +i  -0.7172117272E-001+/-     0.023683%
 27     0.2238599298E+000+/-     0.016919%    +i  -0.6467756712E-001+/-     0.024974%
 28     0.2225461821E+000+/-     0.017085%    +i  -0.5029839994E-001+/-     0.028763%
 29     0.2318352208E+000+/-     0.016825%    +i  -0.3878139021E-001+/-     0.034471%
 30     0.2253041820E+000+/-     0.017130%    +i  -0.2581932674E-001+/-     0.047355%
 31     0.2390754605E+000+/-     0.016670%    +i  -0.1234116591E-001+/-     0.094856%
 32     0.2263188883E+000+/-     0.017156%    +i  -0.6359918876E-010+/-     0.000000%
 33     0.2390754605E+000+/-     0.016670%    +i   0.1234116578E-001+/-     0.094856%
 34     0.2253041820E+000+/-     0.017130%    +i   0.2581932661E-001+/-     0.047355%
 35     0.2318352208E+000+/-     0.016825%    +i   0.3878139008E-001+/-     0.034471%
 36     0.2225461822E+000+/-     0.017085%    +i   0.5029839981E-001+/-     0.028763%
 37     0.2238599299E+000+/-     0.016919%    +i   0.6467756699E-001+/-     0.024974%
 38     0.2111009247E+000+/-     0.017305%    +i   0.7172117261E-001+/-     0.023683%
 39     0.2092310292E+000+/-     0.017204%    +i   0.8514213749E-001+/-     0.021885%
 40     0.1985211962E+000+/-     0.017479%    +i   0.9450212609E-001+/-     0.021228%
 41     0.1925740104E+000+/-     0.017493%    +i   0.1079725586E+000+/-     0.020337%
 42     0.1913797834E+000+/-     0.017329%    +i   0.1221762682E+000+/-     0.019579%
 43     0.1867727752E+000+/-     0.017247%    +i   0.1375102257E+000+/-     0.018903%
 44     0.1790921194E+000+/-     0.017389%    +i   0.1470521813E+000+/-     0.018620%
 45     0.1675970815E+000+/-     0.017664%    +i   0.1570852615E+000+/-     0.018398%
 46     0.1574222583E+000+/-     0.018090%    +i   0.1597908561E+000+/-     0.018424%
 47     0.1510894805E+000+/-     0.018124%    +i   0.1754492366E+000+/-     0.017866%
 48     0.1345016985E+000+/-     0.018850%    +i   0.1839485886E+000+/-     0.017802%
 49     0.1256631234E+000+/-     0.019562%    +i   0.1867959759E+000+/-     0.017769%
 50     0.1151864755E+000+/-     0.020427%    +i   0.1942806799E+000+/-     0.017572%
 51     0.1004914402E+000+/-     0.021994%    +i   0.1993981310E+000+/-     0.017512%
 52     0.8961221928E-001+/-     0.023824%    +i   0.2094876484E+000+/-     0.017191%
 53     0.7814795309E-001+/-     0.026527%    +i   0.2173982855E+000+/-     0.016928%
 54     0.6259493245E-001+/-     0.031581%    +i   0.2141614569E+000+/-     0.017085%
 55     0.4829172467E-001+/-     0.040922%    +i   0.2224899566E+000+/-     0.016800%
 56     0.3288470980E-001+/-     0.059528%    +i   0.2249139238E+000+/-     0.016694%
 57     0.2449271759E-001+/-     0.079813%    +i   0.2197216835E+000+/-     0.016773%
 58     0.8067823286E-002+/-     0.256661%    +i   0.2312516370E+000+/-     0.016294%
 59    -0.8654667218E-002+/-     0.246920%    +i   0.2329286449E+000+/-     0.016144%
 60    -0.1547614627E-001+/-     0.146966%    +i   0.2339706869E+000+/-     0.015940%
 61    -0.3422639601E-001+/-     0.068119%    +i   0.2228461094E+000+/-     0.016199%
 62    -0.4764456831E-001+/-     0.052420%    +i   0.2369048256E+000+/-     0.015568%
 63    -0.6009545979E-001+/-     0.043137%    +i   0.2224358907E+000+/-     0.015873%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   6500000000.00000        137352495.000000     
 (25600.0000000000,0.000000000000000E+000)
 (106404233.000000,2.940990972954339E-002)
 (33045.9021494004,-9.133818944451106E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5552968174E-001+/-     0.036917%    +i  -0.1080048280E+000+/-     0.031629%
  1    -0.7181543896E-001+/-     0.036394%    +i  -0.2294709334E+000+/-     0.015086%
  2    -0.5739301349E-001+/-     0.043728%    +i  -0.2439212424E+000+/-     0.014828%
  3    -0.4398149870E-001+/-     0.052998%    +i  -0.2310795516E+000+/-     0.015400%
  4    -0.2382619253E-001+/-     0.094972%    +i  -0.2421151474E+000+/-     0.015182%
  5    -0.1532105960E-001+/-     0.139210%    +i  -0.2428961987E+000+/-     0.015324%
  6     0.7715846022E-003+/-     2.677726%    +i  -0.2454502964E+000+/-     0.015353%
  7     0.1758704512E-001+/-     0.109650%    +i  -0.2333793627E+000+/-     0.015823%
  8     0.2900108682E-001+/-     0.066278%    +i  -0.2354770257E+000+/-     0.015847%
  9     0.4541511900E-001+/-     0.042575%    +i  -0.2332808259E+000+/-     0.015944%
 10     0.6043897820E-001+/-     0.031925%    +i  -0.2260205085E+000+/-     0.016179%
 11     0.7625667130E-001+/-     0.026321%    +i  -0.2272401674E+000+/-     0.016111%
 12     0.8848244362E-001+/-     0.023336%    +i  -0.2164677831E+000+/-     0.016446%
 13     0.1009361572E+000+/-     0.021298%    +i  -0.2086208508E+000+/-     0.016661%
 14     0.1156502252E+000+/-     0.019694%    +i  -0.2045652740E+000+/-     0.016692%
 15     0.1268041003E+000+/-     0.018810%    +i  -0.1953342271E+000+/-     0.016928%
 16     0.1377107961E+000+/-     0.018008%    +i  -0.1935360768E+000+/-     0.016901%
 17     0.1527274516E+000+/-     0.017413%    +i  -0.1819630678E+000+/-     0.017091%
 18     0.1616495976E+000+/-     0.017237%    +i  -0.1687411985E+000+/-     0.017490%
 19     0.1719582513E+000+/-     0.016843%    +i  -0.1651143202E+000+/-     0.017498%
 20     0.1840829720E+000+/-     0.016566%    +i  -0.1550279556E+000+/-     0.017699%
 21     0.1953599830E+000+/-     0.016328%    +i  -0.1457035288E+000+/-     0.017909%
 22     0.1993530948E+000+/-     0.016424%    +i  -0.1297723857E+000+/-     0.018558%
 23     0.1982857412E+000+/-     0.016677%    +i  -0.1134291853E+000+/-     0.019390%
 24     0.2049396322E+000+/-     0.016634%    +i  -0.1003806257E+000+/-     0.020169%
 25     0.2162966507E+000+/-     0.016372%    +i  -0.9029981583E-001+/-     0.020824%
 26     0.2215825608E+000+/-     0.016359%    +i  -0.7656245895E-001+/-     0.022489%
 27     0.2298819416E+000+/-     0.016169%    +i  -0.6745278597E-001+/-     0.023940%
 28     0.2261457061E+000+/-     0.016416%    +i  -0.5185235843E-001+/-     0.027734%
 29     0.2412421977E+000+/-     0.015986%    +i  -0.3994348158E-001+/-     0.033668%
 30     0.2332577838E+000+/-     0.016314%    +i  -0.2664880821E-001+/-     0.046209%
 31     0.2471129188E+000+/-     0.015888%    +i  -0.1296673149E-001+/-     0.091251%
 32     0.2357868358E+000+/-     0.016288%    +i  -0.6517099330E-010+/-     0.000000%
 33     0.2471129188E+000+/-     0.015888%    +i   0.1296673136E-001+/-     0.091251%
 34     0.2332577838E+000+/-     0.016314%    +i   0.2664880808E-001+/-     0.046209%
 35     0.2412421977E+000+/-     0.015986%    +i   0.3994348145E-001+/-     0.033668%
 36     0.2261457061E+000+/-     0.016416%    +i   0.5185235830E-001+/-     0.027734%
 37     0.2298819416E+000+/-     0.016169%    +i   0.6745278585E-001+/-     0.023940%
 38     0.2215825608E+000+/-     0.016359%    +i   0.7656245883E-001+/-     0.022489%
 39     0.2162966508E+000+/-     0.016372%    +i   0.9029981571E-001+/-     0.020824%
 40     0.2049396323E+000+/-     0.016634%    +i   0.1003806256E+000+/-     0.020169%
 41     0.1982857413E+000+/-     0.016677%    +i   0.1134291852E+000+/-     0.019390%
 42     0.1993530949E+000+/-     0.016424%    +i   0.1297723856E+000+/-     0.018558%
 43     0.1953599831E+000+/-     0.016328%    +i   0.1457035286E+000+/-     0.017909%
 44     0.1840829721E+000+/-     0.016566%    +i   0.1550279554E+000+/-     0.017699%
 45     0.1719582514E+000+/-     0.016843%    +i   0.1651143201E+000+/-     0.017498%
 46     0.1616495977E+000+/-     0.017237%    +i   0.1687411985E+000+/-     0.017490%
 47     0.1527274517E+000+/-     0.017413%    +i   0.1819630678E+000+/-     0.017091%
 48     0.1377107962E+000+/-     0.018008%    +i   0.1935360767E+000+/-     0.016901%
 49     0.1268041004E+000+/-     0.018810%    +i   0.1953342271E+000+/-     0.016928%
 50     0.1156502253E+000+/-     0.019694%    +i   0.2045652739E+000+/-     0.016692%
 51     0.1009361573E+000+/-     0.021298%    +i   0.2086208507E+000+/-     0.016661%
 52     0.8848244374E-001+/-     0.023336%    +i   0.2164677831E+000+/-     0.016446%
 53     0.7625667143E-001+/-     0.026321%    +i   0.2272401673E+000+/-     0.016111%
 54     0.6043897832E-001+/-     0.031925%    +i   0.2260205084E+000+/-     0.016179%
 55     0.4541511913E-001+/-     0.042575%    +i   0.2332808258E+000+/-     0.015944%
 56     0.2900108695E-001+/-     0.066278%    +i   0.2354770257E+000+/-     0.015847%
 57     0.1758704525E-001+/-     0.109650%    +i   0.2333793627E+000+/-     0.015823%
 58     0.7715847378E-003+/-     2.677726%    +i   0.2454502964E+000+/-     0.015353%
 59    -0.1532105947E-001+/-     0.139210%    +i   0.2428961987E+000+/-     0.015324%
 60    -0.2382619240E-001+/-     0.094972%    +i   0.2421151474E+000+/-     0.015182%
 61    -0.4398149857E-001+/-     0.052998%    +i   0.2310795516E+000+/-     0.015400%
 62    -0.5739301335E-001+/-     0.043728%    +i   0.2439212424E+000+/-     0.014828%
 63    -0.7181543883E-001+/-     0.036394%    +i   0.2294709334E+000+/-     0.015086%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   6000000000.00000        132774286.000000     
 (25600.0000000000,0.000000000000000E+000)
 (106076487.000000,2.673978664284112E-002)
 (32043.1211263623,-8.077437767048635E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5925435432E-001+/-     0.040272%    +i  -0.1087881739E+000+/-     0.031719%
  1    -0.4697584379E-001+/-     0.055048%    +i  -0.1994674703E+000+/-     0.016477%
  2    -0.3516360623E-001+/-     0.072180%    +i  -0.2128901302E+000+/-     0.016118%
  3    -0.2433292569E-001+/-     0.098700%    +i  -0.1996592225E+000+/-     0.016811%
  4    -0.1137920351E-001+/-     0.211404%    +i  -0.2126001002E+000+/-     0.016510%
  5    -0.3891706619E-002+/-     0.575107%    +i  -0.2093688387E+000+/-     0.016758%
  6     0.1120989037E-001+/-     0.188544%    +i  -0.2032521198E+000+/-     0.017089%
  7     0.2684243361E-001+/-     0.077836%    +i  -0.1951350540E+000+/-     0.017536%
  8     0.3451129066E-001+/-     0.061591%    +i  -0.2017470539E+000+/-     0.017380%
  9     0.4677371506E-001+/-     0.044465%    +i  -0.1982679314E+000+/-     0.017564%
 10     0.5948742391E-001+/-     0.035354%    +i  -0.1953356818E+000+/-     0.017758%
 11     0.7493165852E-001+/-     0.029514%    +i  -0.1947028519E+000+/-     0.017763%
 12     0.8118922253E-001+/-     0.026584%    +i  -0.1887947795E+000+/-     0.018081%
 13     0.9099441560E-001+/-     0.024143%    +i  -0.1761981494E+000+/-     0.018565%
 14     0.1065691486E+000+/-     0.022360%    +i  -0.1725501482E+000+/-     0.018709%
 15     0.1134861124E+000+/-     0.021349%    +i  -0.1621621839E+000+/-     0.019179%
 16     0.1248912244E+000+/-     0.020428%    +i  -0.1604800181E+000+/-     0.019230%
 17     0.1354518871E+000+/-     0.019442%    +i  -0.1528561986E+000+/-     0.019414%
 18     0.1388698472E+000+/-     0.019284%    +i  -0.1417047409E+000+/-     0.020060%
 19     0.1507166419E+000+/-     0.018684%    +i  -0.1405647411E+000+/-     0.020165%
 20     0.1620948475E+000+/-     0.018320%    +i  -0.1287253911E+000+/-     0.020683%
 21     0.1654874219E+000+/-     0.018242%    +i  -0.1168849446E+000+/-     0.021235%
 22     0.1742036400E+000+/-     0.018007%    +i  -0.1098400094E+000+/-     0.022125%
 23     0.1723474365E+000+/-     0.018185%    +i  -0.9848320054E-001+/-     0.023318%
 24     0.1814892274E+000+/-     0.018052%    +i  -0.8574427889E-001+/-     0.025398%
 25     0.1893725603E+000+/-     0.017769%    +i  -0.7606647108E-001+/-     0.026204%
 26     0.1940769059E+000+/-     0.017770%    +i  -0.6422790380E-001+/-     0.029960%
 27     0.2003434380E+000+/-     0.017550%    +i  -0.5695341619E-001+/-     0.032295%
 28     0.1976837066E+000+/-     0.017750%    +i  -0.4509828759E-001+/-     0.037877%
 29     0.2053462660E+000+/-     0.017488%    +i  -0.3158700402E-001+/-     0.048256%
 30     0.2037371509E+000+/-     0.017657%    +i  -0.2224001340E-001+/-     0.071112%
 31     0.2155086461E+000+/-     0.017175%    +i  -0.1151341398E-001+/-     0.130706%
 32     0.2046042470E+000+/-     0.017660%    +i  -0.5157668834E-010+/-     0.000000%
 33     0.2155086461E+000+/-     0.017175%    +i   0.1151341387E-001+/-     0.130706%
 34     0.2037371509E+000+/-     0.017657%    +i   0.2224001330E-001+/-     0.071112%
 35     0.2053462660E+000+/-     0.017488%    +i   0.3158700391E-001+/-     0.048256%
 36     0.1976837066E+000+/-     0.017750%    +i   0.4509828749E-001+/-     0.037877%
 37     0.2003434380E+000+/-     0.017550%    +i   0.5695341609E-001+/-     0.032295%
 38     0.1940769060E+000+/-     0.017770%    +i   0.6422790371E-001+/-     0.029960%
 39     0.1893725604E+000+/-     0.017769%    +i   0.7606647098E-001+/-     0.026204%
 40     0.1814892274E+000+/-     0.018052%    +i   0.8574427880E-001+/-     0.025398%
 41     0.1723474366E+000+/-     0.018185%    +i   0.9848320045E-001+/-     0.023318%
 42     0.1742036401E+000+/-     0.018007%    +i   0.1098400093E+000+/-     0.022125%
 43     0.1654874219E+000+/-     0.018242%    +i   0.1168849445E+000+/-     0.021235%
 44     0.1620948476E+000+/-     0.018320%    +i   0.1287253910E+000+/-     0.020683%
 45     0.1507166419E+000+/-     0.018684%    +i   0.1405647410E+000+/-     0.020165%
 46     0.1388698472E+000+/-     0.019284%    +i   0.1417047408E+000+/-     0.020060%
 47     0.1354518872E+000+/-     0.019442%    +i   0.1528561985E+000+/-     0.019414%
 48     0.1248912245E+000+/-     0.020428%    +i   0.1604800180E+000+/-     0.019230%
 49     0.1134861124E+000+/-     0.021349%    +i   0.1621621838E+000+/-     0.019179%
 50     0.1065691487E+000+/-     0.022360%    +i   0.1725501482E+000+/-     0.018709%
 51     0.9099441569E-001+/-     0.024143%    +i   0.1761981493E+000+/-     0.018565%
 52     0.8118922263E-001+/-     0.026584%    +i   0.1887947795E+000+/-     0.018081%
 53     0.7493165862E-001+/-     0.029514%    +i   0.1947028519E+000+/-     0.017763%
 54     0.5948742401E-001+/-     0.035354%    +i   0.1953356818E+000+/-     0.017758%
 55     0.4677371516E-001+/-     0.044465%    +i   0.1982679313E+000+/-     0.017564%
 56     0.3451129076E-001+/-     0.061591%    +i   0.2017470538E+000+/-     0.017380%
 57     0.2684243371E-001+/-     0.077836%    +i   0.1951350539E+000+/-     0.017536%
 58     0.1120989047E-001+/-     0.188544%    +i   0.2032521198E+000+/-     0.017089%
 59    -0.3891706514E-002+/-     0.575107%    +i   0.2093688387E+000+/-     0.016758%
 60    -0.1137920340E-001+/-     0.211404%    +i   0.2126001002E+000+/-     0.016510%
 61    -0.2433292559E-001+/-     0.098700%    +i   0.1996592225E+000+/-     0.016811%
 62    -0.3516360612E-001+/-     0.072180%    +i   0.2128901302E+000+/-     0.016118%
 63    -0.4697584369E-001+/-     0.055048%    +i   0.1994674703E+000+/-     0.016477%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   6500000000.00000        147226486.000000     
 (25600.0000000000,0.000000000000000E+000)
 (119052441.000000,2.637874968957950E-002)
 (31658.3012489429,-7.014609673086558E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.6390861797E-001+/-     0.040350%    +i  -0.1020944669E+000+/-     0.030839%
  1    -0.4669172325E-001+/-     0.055986%    +i  -0.1896128809E+000+/-     0.016088%
  2    -0.3512499161E-001+/-     0.073110%    +i  -0.2018871712E+000+/-     0.015767%
  3    -0.2447895090E-001+/-     0.099078%    +i  -0.1893177354E+000+/-     0.016465%
  4    -0.1186151801E-001+/-     0.201913%    +i  -0.1999300994E+000+/-     0.016227%
  5    -0.6187099342E-002+/-     0.370478%    +i  -0.1999164136E+000+/-     0.016426%
  6     0.8988610754E-002+/-     0.239699%    +i  -0.1927296847E+000+/-     0.016805%
  7     0.2391878051E-001+/-     0.089346%    +i  -0.1859032072E+000+/-     0.017248%
  8     0.3001437262E-001+/-     0.071637%    +i  -0.1932774998E+000+/-     0.017108%
  9     0.4444860917E-001+/-     0.048241%    +i  -0.1890941430E+000+/-     0.017322%
 10     0.5433321331E-001+/-     0.038415%    +i  -0.1855071201E+000+/-     0.017572%
 11     0.6751284751E-001+/-     0.032256%    +i  -0.1884161143E+000+/-     0.017568%
 12     0.7549200410E-001+/-     0.028495%    +i  -0.1820623145E+000+/-     0.017928%
 13     0.8811565884E-001+/-     0.025080%    +i  -0.1657573867E+000+/-     0.018536%
 14     0.9925045242E-001+/-     0.023124%    +i  -0.1653860709E+000+/-     0.018681%
 15     0.1077159404E+000+/-     0.021903%    +i  -0.1557723034E+000+/-     0.019240%
 16     0.1189459101E+000+/-     0.020728%    +i  -0.1523974062E+000+/-     0.019383%
 17     0.1291609599E+000+/-     0.019647%    +i  -0.1486000022E+000+/-     0.019660%
 18     0.1308849698E+000+/-     0.019343%    +i  -0.1354223466E+000+/-     0.020367%
 19     0.1446348533E+000+/-     0.018642%    +i  -0.1339829800E+000+/-     0.020669%
 20     0.1520657286E+000+/-     0.018170%    +i  -0.1249359893E+000+/-     0.021147%
 21     0.1578785300E+000+/-     0.018022%    +i  -0.1128848431E+000+/-     0.022127%
 22     0.1653717739E+000+/-     0.017739%    +i  -0.1060279636E+000+/-     0.023066%
 23     0.1622334339E+000+/-     0.017929%    +i  -0.9360424780E-001+/-     0.024360%
 24     0.1727443554E+000+/-     0.017690%    +i  -0.8317961119E-001+/-     0.026885%
 25     0.1798658547E+000+/-     0.017386%    +i  -0.7495315075E-001+/-     0.028041%
 26     0.1822243245E+000+/-     0.017440%    +i  -0.6232384175E-001+/-     0.031779%
 27     0.1898824744E+000+/-     0.017197%    +i  -0.5293637423E-001+/-     0.036119%
 28     0.1858721187E+000+/-     0.017406%    +i  -0.4372478920E-001+/-     0.041034%
 29     0.1952751722E+000+/-     0.017077%    +i  -0.3164365902E-001+/-     0.054058%
 30     0.1946105317E+000+/-     0.017219%    +i  -0.2100659339E-001+/-     0.083142%
 31     0.2058539729E+000+/-     0.016752%    +i  -0.1010859427E-001+/-     0.168218%
 32     0.1957861598E+000+/-     0.017210%    +i  -0.4338083335E-010+/-     0.000000%
 33     0.2058539729E+000+/-     0.016752%    +i   0.1010859417E-001+/-     0.168218%
 34     0.1946105317E+000+/-     0.017219%    +i   0.2100659331E-001+/-     0.083142%
 35     0.1952751722E+000+/-     0.017077%    +i   0.3164365893E-001+/-     0.054058%
 36     0.1858721187E+000+/-     0.017406%    +i   0.4372478912E-001+/-     0.041034%
 37     0.1898824744E+000+/-     0.017197%    +i   0.5293637415E-001+/-     0.036119%
 38     0.1822243245E+000+/-     0.017440%    +i   0.6232384167E-001+/-     0.031779%
 39     0.1798658547E+000+/-     0.017386%    +i   0.7495315067E-001+/-     0.028041%
 40     0.1727443555E+000+/-     0.017690%    +i   0.8317961111E-001+/-     0.026885%
 41     0.1622334339E+000+/-     0.017929%    +i   0.9360424773E-001+/-     0.024360%
 42     0.1653717740E+000+/-     0.017739%    +i   0.1060279635E+000+/-     0.023066%
 43     0.1578785300E+000+/-     0.018022%    +i   0.1128848431E+000+/-     0.022127%
 44     0.1520657286E+000+/-     0.018170%    +i   0.1249359892E+000+/-     0.021147%
 45     0.1446348534E+000+/-     0.018642%    +i   0.1339829799E+000+/-     0.020669%
 46     0.1308849699E+000+/-     0.019343%    +i   0.1354223466E+000+/-     0.020367%
 47     0.1291609600E+000+/-     0.019647%    +i   0.1486000022E+000+/-     0.019660%
 48     0.1189459101E+000+/-     0.020728%    +i   0.1523974061E+000+/-     0.019383%
 49     0.1077159405E+000+/-     0.021903%    +i   0.1557723034E+000+/-     0.019240%
 50     0.9925045249E-001+/-     0.023124%    +i   0.1653860708E+000+/-     0.018681%
 51     0.8811565891E-001+/-     0.025080%    +i   0.1657573867E+000+/-     0.018536%
 52     0.7549200418E-001+/-     0.028495%    +i   0.1820623144E+000+/-     0.017928%
 53     0.6751284759E-001+/-     0.032256%    +i   0.1884161143E+000+/-     0.017568%
 54     0.5433321340E-001+/-     0.038415%    +i   0.1855071201E+000+/-     0.017572%
 55     0.4444860925E-001+/-     0.048241%    +i   0.1890941429E+000+/-     0.017322%
 56     0.3001437271E-001+/-     0.071637%    +i   0.1932774997E+000+/-     0.017108%
 57     0.2391878059E-001+/-     0.089346%    +i   0.1859032071E+000+/-     0.017248%
 58     0.8988610840E-002+/-     0.239699%    +i   0.1927296847E+000+/-     0.016805%
 59    -0.6187099254E-002+/-     0.370478%    +i   0.1999164136E+000+/-     0.016426%
 60    -0.1186151792E-001+/-     0.201913%    +i   0.1999300994E+000+/-     0.016227%
 61    -0.2447895082E-001+/-     0.099078%    +i   0.1893177354E+000+/-     0.016465%
 62    -0.3512499152E-001+/-     0.073110%    +i   0.2018871712E+000+/-     0.015767%
 63    -0.4669172316E-001+/-     0.055986%    +i   0.1896128809E+000+/-     0.016088%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   7000000000.00000        161714271.000000     
 (25600.0000000000,0.000000000000000E+000)
 (132060855.000000,2.577017463317870E-002)
 (31348.3154232191,-6.117267398521122E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.6711151798E-001+/-     0.039548%    +i  -0.9645562534E-001+/-     0.030067%
  1    -0.4565325018E-001+/-     0.056179%    +i  -0.1797927711E+000+/-     0.015783%
  2    -0.3605320002E-001+/-     0.071190%    +i  -0.1935426408E+000+/-     0.015423%
  3    -0.2504686638E-001+/-     0.095793%    +i  -0.1804463276E+000+/-     0.016155%
  4    -0.1606094990E-001+/-     0.148515%    +i  -0.1927098844E+000+/-     0.015897%
  5    -0.6041866458E-002+/-     0.382110%    +i  -0.1911716563E+000+/-     0.016114%
  6     0.7085013023E-002+/-     0.300920%    +i  -0.1830369743E+000+/-     0.016558%
  7     0.2015907406E-001+/-     0.105885%    +i  -0.1791733875E+000+/-     0.016951%
  8     0.2672375975E-001+/-     0.080000%    +i  -0.1856682843E+000+/-     0.016841%
  9     0.3990711606E-001+/-     0.052982%    +i  -0.1820284308E+000+/-     0.017077%
 10     0.5118495699E-001+/-     0.040526%    +i  -0.1772748036E+000+/-     0.017367%
 11     0.6438116249E-001+/-     0.033551%    +i  -0.1800641949E+000+/-     0.017384%
 12     0.7096818887E-001+/-     0.029544%    +i  -0.1733464268E+000+/-     0.017782%
 13     0.8366617212E-001+/-     0.025738%    +i  -0.1578874704E+000+/-     0.018446%
 14     0.9454549619E-001+/-     0.023713%    +i  -0.1601297696E+000+/-     0.018581%
 15     0.1009633437E+000+/-     0.022265%    +i  -0.1503084826E+000+/-     0.019171%
 16     0.1122872089E+000+/-     0.020911%    +i  -0.1469209036E+000+/-     0.019377%
 17     0.1226648537E+000+/-     0.019722%    +i  -0.1432617393E+000+/-     0.019714%
 18     0.1273060146E+000+/-     0.019330%    +i  -0.1296372345E+000+/-     0.020652%
