  0.700000000000000                4           8           8           8
   45024000000000.0      (1774021438.00000,5.270223115913060E-002)
 (33436.7346938776,0.000000000000000E+000)
   36026148933.0000        1.00000000000000     
  0   0.5148503420E-001    +i  -0.1709789581E+000
  1   0.5781077763E-001    +i  -0.1671374087E+000
  2   0.6253545199E-001    +i  -0.1595960196E+000
  3   0.6659149413E-001    +i  -0.1515780007E+000
  4   0.7081547859E-001    +i  -0.1449099408E+000
  5   0.7645212933E-001    +i  -0.1415807419E+000
  6   0.8093928416E-001    +i  -0.1364340181E+000
  7   0.8391154439E-001    +i  -0.1292302880E+000
  8   0.8652646982E-001    +i  -0.1221590443E+000
  9   0.9150537011E-001    +i  -0.1187142955E+000
 10   0.9384246070E-001    +i  -0.1120251480E+000
 11   0.9748182900E-001    +i  -0.1072637113E+000
 12   0.1009813791E+000    +i  -0.1024737288E+000
 13   0.1024011139E+000    +i  -0.9586855318E-001
 14   0.1041650670E+000    +i  -0.8994137738E-001
 15   0.1095993131E+000    +i  -0.8718306900E-001
 16   0.1138038824E+000    +i  -0.8325716462E-001
 17   0.1151184239E+000    +i  -0.7730293856E-001
 18   0.1189197505E+000    +i  -0.7308661577E-001
 19   0.1195619589E+000    +i  -0.6698922976E-001
 20   0.1231810569E+000    +i  -0.6264560162E-001
 21   0.1261458874E+000    +i  -0.5789401052E-001
 22   0.1297812158E+000    +i  -0.5336243820E-001
 23   0.1284592032E+000    +i  -0.4688508450E-001
 24   0.1321357589E+000    +i  -0.4228465983E-001
 25   0.1385885835E+000    +i  -0.3828818407E-001
 26   0.1408544444E+000    +i  -0.3288752183E-001
 27   0.1436440299E+000    +i  -0.2750795994E-001
 28   0.1465562035E+000    +i  -0.2199917215E-001
 29   0.1482644792E+000    +i  -0.1619318624E-001
 30   0.1517165904E+000    +i  -0.1042392477E-001
 31   0.1547848424E+000    +i  -0.4395824494E-002
 32   0.1547293423E+000    +i   0.1829048187E-002
 33   0.1522468917E+000    +i   0.7931202961E-002
 34   0.1474137837E+000    +i   0.1364426853E-001
 35   0.1473267435E+000    +i   0.1963901629E-001
 36   0.1437141897E+000    +i   0.2508867558E-001
 37   0.1400498766E+000    +i   0.3030657052E-001
 38   0.1357932082E+000    +i   0.3516515079E-001
 39   0.1356497447E+000    +i   0.4102729431E-001
 40   0.1314515151E+000    +i   0.4561498556E-001
 41   0.1319694292E+000    +i   0.5186214305E-001
 42   0.1273751904E+000    +i   0.5608488934E-001
 43   0.1262551791E+000    +i   0.6178779601E-001
 44   0.1234223261E+000    +i   0.6670665179E-001
 45   0.1200150437E+000    +i   0.7127283959E-001
 46   0.1193505821E+000    +i   0.7757705671E-001
 47   0.1144808445E+000    +i   0.8116219590E-001
 48   0.1119273159E+000    +i   0.8636143773E-001
 49   0.1113844693E+000    +i   0.9337078012E-001
 50   0.1084316640E+000    +i   0.9865218977E-001
 51   0.1038620123E+000    +i   0.1024630559E+000
 52   0.9978049100E-001    +i   0.1067496106E+000
 53   0.9709516836E-001    +i   0.1127129619E+000
 54   0.9486173294E-001    +i   0.1195966479E+000
 55   0.9213321717E-001    +i   0.1263301187E+000
 56   0.8607664431E-001    +i   0.1286913966E+000
 57   0.8341410331E-001    +i   0.1365542641E+000
 58   0.7834437742E-001    +i   0.1407223349E+000
 59   0.7646116074E-001    +i   0.1516200351E+000
 60   0.7120516449E-001    +i   0.1568165493E+000
 61   0.6691983970E-001    +i   0.1646640776E+000
 62   0.6030726156E-001    +i   0.1680403295E+000
 63   0.5547032192E-001    +i   0.1767916994E+000
 
