 (0.485523305571869,-0.345405117749087)
 (0.485523305571869,-0.345405117749087)
 (0.488419245379776,-0.333857166871735)
 (0.488419245379776,-0.333857166871735)
 (0.491195584522427,-0.322426156245633)
 (0.491195584522427,-0.322426156245633)
 (0.493857880420107,-0.311107463942969)
 (0.493857880420107,-0.311107463942969)
 (0.496410913015493,-0.299896382360029)
 (0.496410913015493,-0.299896382360029)
 (0.498858447595221,-0.288788344178006)
 (0.498858447595221,-0.288788344178006)
 (0.501204939508616,-0.277779084497824)
 (0.501204939508616,-0.277779084497824)
 (0.503454578007099,-0.266863504403331)
 (0.503454578007099,-0.266863504403331)
 (0.505611319782959,-0.256037663069548)
 (0.505611319782959,-0.256037663069548)
 (0.507678759015935,-0.245297097259245)
 (0.507678759015935,-0.245297097259245)
 (0.509660528998350,-0.234637169896701)
 (0.509660528998350,-0.234637169896701)
 (0.511559800169219,-0.224053003297183)
 (0.511559800169219,-0.224053003297183)
 (0.513379341133644,-0.213540176942708)
 (0.513379341133644,-0.213540176942708)
 (0.515122221178441,-0.203094346324859)
 (0.515122221178441,-0.203094346324859)
 (0.516791497449557,-0.192710509909439)
 (0.516791497449557,-0.192710509909439)
 (0.518389758495548,-0.182384489469139)
 (0.518389758495548,-0.182384489469139)
 (0.519918554323562,-0.172111900512812)
 (0.519918554323562,-0.172111900512812)
 (0.521380393931533,-0.161888122150094)
 (0.521380393931533,-0.161888122150094)
 (0.522777360125169,-0.151708550051880)
 (0.522777360125169,-0.151708550051880)
 (0.524111030675618,-0.141569125977427)
 (0.524111030675618,-0.141569125977427)
 (0.525383092516020,-0.131465118703634)
 (0.525383092516020,-0.131465118703634)
 (0.526594587290594,-0.121392081126866)
 (0.526594587290594,-0.121392081126866)
 (0.527747302628129,-0.111345161457940)
 (0.527747302628129,-0.111345161457940)
 (0.528842199491247,-0.101319588194000)
 (0.528842199491247,-0.101319588194000)
 (0.529880495625868,-9.131109316302179E-002)
 (0.529880495625868,-9.131109316302179E-002)
 (0.530863335768115,-8.131525415544322E-002)
 (0.530863335768115,-8.131525415544322E-002)
 (0.531791426765652,-7.132779780238507E-002)
 (0.531791426765652,-7.132779780238507E-002)
 (0.532664460057950,-6.134385818529296E-002)
 (0.532664460057950,-6.134385818529296E-002)
 (0.533482220275784,-5.135914654104416E-002)
 (0.533482220275784,-5.135914654104416E-002)
 (0.534245236790965,-4.136928269933432E-002)
 (0.534245236790965,-4.136928269933432E-002)
 (0.534953791036090,-3.137039558314386E-002)
 (0.534953791036090,-3.137039558314386E-002)
 (0.535606808638568,-2.135674528004299E-002)
 (0.535606808638568,-2.135674528004299E-002)
 (0.536204288135768,-1.132448862734356E-002)
 (0.536204288135768,-1.132448862734356E-002)
 (0.536745965014556,-1.269003527883211E-003)
 (0.536745965014556,-1.269003527883211E-003)
 (0.537230973954589,8.814373974742294E-003)
 (0.537230973954589,8.814373974742294E-003)
 (0.537658044060736,1.892983336318841E-002)
 (0.537658044060736,1.892983336318841E-002)
 (0.538026164086152,2.908156033960864E-002)
 (0.538026164086152,2.908156033960864E-002)
 (0.538334289213882,3.927415854068744E-002)
 (0.538334289213882,3.927415854068744E-002)
 (0.538580735450456,4.951217605027722E-002)
 (0.538580735450456,4.951217605027722E-002)
 (0.538764450846346,5.979967793324367E-002)
 (0.538764450846346,5.979967793324367E-002)
 (0.538883378472971,7.014084341577065E-002)
 (0.538883378472971,7.014084341577065E-002)
 (0.538935474061490,8.054015185546623E-002)
 (0.538935474061490,8.054015185546623E-002)
 (0.538918971744357,9.100184119941465E-002)
 (0.538918971744357,9.100184119941465E-002)
 (0.538831852835359,0.101530450296764)
 (0.538831852835359,0.101530450296764)
 (0.538671516763199,0.112130339795576)
 (0.538671516763199,0.112130339795576)
 (0.538435255816497,0.122805324551293)
 (0.538435255816497,0.122805324551293)
 (0.538120435691411,0.133559791776001)
 (0.538120435691411,0.133559791776001)
 (0.537723639657533,0.144398068032186)
 (0.537723639657533,0.144398068032186)
 (0.537242072528356,0.155324675772079)
 (0.537242072528356,0.155324675772079)
 (0.536671866039460,0.166343404392530)
 (0.536671866039460,0.166343404392530)
 (0.536010131956557,0.177458307789703)
 (0.536010131956557,0.177458307789703)
 (0.535253387249280,0.188673164308081)
 (0.535253387249280,0.188673164308081)
 (0.534398238804589,0.199992035076071)
 (0.534398238804589,0.199992035076071)
 (0.533440106216195,0.211418955320352)
 (0.533440106216195,0.211418955320352)
 (0.532375160140171,0.222958237589895)
 (0.532375160140171,0.222958237589895)
 (0.531198911975967,0.234614318398959)
 (0.531198911975967,0.234614318398959)
 (0.529906361458337,0.246391236987297)
 (0.529906361458337,0.246391236987297)
 (0.528493477752681,0.258292393577561)
 (0.528493477752681,0.258292393577561)
 (0.526955228421633,0.270322129306348)
 (0.526955228421633,0.270322129306348)
 (0.525286168434736,0.282483629848393)
 (0.525286168434736,0.282483629848393)
 (0.523481125339522,0.294781419950805)
 (0.523481125339522,0.294781419950805)
 (0.521535185712651,0.307219304034821)
 (0.521535185712651,0.307219304034821)
 (0.519442115639397,0.319801597988198)
 (0.519442115639397,0.319801597988198)
 (0.517195904131398,0.332533003259617)
 (0.517195904131398,0.332533003259617)
