 (-0.301438987816719,-8.646245213165918E-003)
 (-0.301438987816719,-8.646245213165918E-003)
 (0.301438987816719,8.646245213165918E-003)
 (0.301438987816719,8.646245213165918E-003)
 (-0.602877975633437,-1.729249042633184E-002)
 (-0.602877975633437,-1.729249042633184E-002)
 (0.133589964053093,6.113465691587080E-003)
 (0.133589964053093,6.113465691587080E-003)
 (-0.133589964053093,-6.113465691587080E-003)
 (-0.133589964053093,-6.113465691587080E-003)
 (0.267179928106185,1.222693138317416E-002)
 (0.267179928106185,1.222693138317416E-002)
 (-0.183637293862088,-6.454217548849887E-003)
 (-0.183637293862088,-6.454217548849887E-003)
 (0.183637293862088,6.454217548849887E-003)
 (0.183637293862088,6.454217548849887E-003)
 (-0.367274587724176,-1.290843509769977E-002)
 (-0.367274587724176,-1.290843509769977E-002)
 (0.133589964053093,6.113465691587080E-003)
 (0.133589964053093,6.113465691587080E-003)
 (-0.133589964053093,-6.113465691587080E-003)
 (-0.133589964053093,-6.113465691587080E-003)
 (0.267179928106185,1.222693138317416E-002)
 (0.267179928106185,1.222693138317416E-002)
 (0.133589964053093,6.113465691587081E-003)
 (0.133589964053093,6.113465691587081E-003)
 (-0.133589964053093,-6.113465691587081E-003)
 (-0.133589964053093,-6.113465691587081E-003)
 (0.267179928106185,1.222693138317416E-002)
 (0.267179928106185,1.222693138317416E-002)
 (-0.183637293862088,-6.454217548849887E-003)
 (-0.183637293862088,-6.454217548849887E-003)
 (0.183637293862088,6.454217548849887E-003)
 (0.183637293862088,6.454217548849887E-003)
 (-0.367274587724176,-1.290843509769977E-002)
 (-0.367274587724176,-1.290843509769977E-002)
 (9.788972621685403E-002,5.050394297715362E-003)
 (9.788972621685403E-002,5.050394297715362E-003)
 (-9.788972621685403E-002,-5.050394297715362E-003)
 (-9.788972621685403E-002,-5.050394297715362E-003)
 (0.195779452433708,1.010078859543072E-002)
 (0.195779452433708,1.010078859543072E-002)
 (-0.183637293862088,-6.454217548849887E-003)
 (-0.183637293862088,-6.454217548849887E-003)
 (0.183637293862088,6.454217548849887E-003)
 (0.183637293862088,6.454217548849887E-003)
 (-0.367274587724176,-1.290843509769977E-002)
 (-0.367274587724176,-1.290843509769977E-002)
 (-0.183637293862088,-6.454217548849886E-003)
 (-0.183637293862088,-6.454217548849886E-003)
 (0.183637293862088,6.454217548849886E-003)
 (0.183637293862088,6.454217548849886E-003)
 (-0.367274587724176,-1.290843509769977E-002)
 (-0.367274587724176,-1.290843509769977E-002)
 (9.788972621685403E-002,5.050394297715362E-003)
